variant,rms_0_60_db,mean_0_60_db,max_abs_0_60_db,diagnostic_only,rationale,wmax_mm,thickness_mm,mic_z_offset_mm,include_passive_um_driver,include_passive_tweeter_drivers,passive_aperture_treatment,mounted_um_cutout,mesh_panels,rms_70_90_db,mean_70_90_db,max_abs_70_90_db,rms_80_90_db,mean_80_90_db,max_abs_80_90_db,rms_90_db,mean_90_db,max_abs_90_db,hotspot_score_db
solid_patch_no_passives,0.932180987536336,0.6097008982103731,2.2034605094547786,True,custom CLI variant,305.0,18.3,0.0,False,False,none,False,652,9.889508725183617,6.965811384717058,18.909600840594756,2.5345916237720676,0.4904230941129626,3.7392306369026613,2.5345916237720676,0.4904230941129626,3.7392306369026613,9.889508725183617
open_passive_holes,0.9359627484539799,0.6109878646975889,2.227804462494106,True,custom CLI variant,305.0,18.3,0.0,False,False,open-holes,False,868,9.918808928865952,7.206927262682464,18.960315226818174,2.5964832003791156,0.9455327579501969,4.060112824143253,2.5964832003791156,0.9455327579501969,4.060112824143253,9.918808928865952
current_um_face,0.9801641321781196,0.6341438862981489,2.424098968783767,True,custom CLI variant,305.0,18.3,0.0,True,False,andres-mounted,True,872,10.527275607390296,8.869149688746695,19.80589965956863,4.0336661079011895,3.7548517231771417,5.553330855464253,4.0336661079011895,3.7548517231771417,5.553330855464253,10.527275607390296
um_plus_tweeter_faces,0.9804467668014908,0.6343471048188708,2.424770142458712,True,custom CLI variant,305.0,18.3,0.0,True,True,andres-mounted,True,1112,10.529996538696127,8.87394813718512,19.80818324188786,4.040634919595975,3.7624046508609417,5.560839636165213,4.040634919595975,3.7624046508609417,5.560839636165213,10.529996538696127
