frequency_hz,angle_deg,target_norm_db,nude_norm_db,target_minus_nude_transfer_db,combo_norm_db,combo_minus_target_db
300.2929915487766,0.0,0.0,0.0,0.0,0.0,0.0
300.2929915487766,15.0,-0.34946441650390625,-0.2010955810546875,-0.14836883544921875,-0.48262786865234375,-0.1331634521484375
300.2929915487766,30.0,-1.5909271240234375,-0.9495925903320312,-0.6413345336914062,-1.7485122680664062,-0.15758514404296875
300.2929915487766,45.0,-3.7883148193359375,-2.408763885498047,-1.3795509338378906,-3.9640884399414062,-0.17577362060546875
300.2929915487766,60.0,-7.750404357910156,-4.909595489501953,-2.840808868408203,-8.1248779296875,-0.37447357177734375
300.2929915487766,75.0,-29.894390106201172,-9.594196319580078,-20.300193786621094,-18.023937225341797,11.870452880859375
300.2929915487766,90.0,-17.40838623046875,-22.464599609375,5.05621337890625,-21.225170135498047,-3.816783905029297
