angle_deg,target_norm_min_db,target_norm_min_freq_hz,target_norm_mean_db,target_minus_nude_transfer_at_min_db,target_minus_nude_transfer_mean_db,combo_minus_target_at_min_db,combo_minus_target_mean_db
0.0,0.0,300.2929915487766,0.0,0.0,0.0,0.0,0.0
15.0,-0.4206085205078125,599.8535628020763,-0.3777099907471001,-0.15473175048828125,-0.13293290283799317,-0.1305999755859375,-0.12822572477571256
30.0,-1.840850830078125,599.8535628020763,-1.6895906590425633,-0.6187286376953125,-0.5802570105472327,-0.09209442138671875,-0.1135152367299584
45.0,-4.263374328613281,599.8535628020763,-3.960823450333033,-1.2871017456054688,-1.2843973301851415,-0.0087738037109375,-0.09213781298589648
60.0,-8.398544311523438,599.8535628020763,-7.9578315073462775,-2.7074966430664062,-2.7010921203464235,-0.01541900634765625,-0.12754087715940743
75.0,-29.894390106201172,300.2929915487766,-23.95020075740977,-20.300193786621094,-14.127784864078658,11.870452880859375,7.259132655403407
90.0,-19.98253631591797,599.8535628020763,-18.94600842374585,-2.5042266845703125,0.9202291840307587,-5.954261779785156,-4.392697470528739
