case,reference_case,angle_group,signed_mean_db,rms_db,max_abs_db,max_abs_freq_hz,max_abs_angle_deg
profile-ring-compact-svd,wide-svd,90,-14.889454184040712,16.208800669941983,24.126790402101648,1200.0,90.0
profile-ring-full,wide-svd,0_60,0.9468787092333688,3.2904776051266653,10.26981997863318,1200.0,30.0
profile-ring-full,wide-svd,70_90,-1.1062283306049083,10.948963538941443,23.807835422111353,1200.0,90.0
profile-ring-full,wide-svd,80_90,-4.755749312211092,12.494201538562411,23.807835422111353,1200.0,90.0
profile-ring-full,wide-svd,90,-14.97035438365094,16.362410270095808,23.807835422111353,1200.0,90.0
profile-ring-full-svd,wide-svd,0_60,0.9467599059197624,3.289132753824574,10.263890957093025,1200.0,30.0
profile-ring-full-svd,wide-svd,70_90,-1.107607863825783,10.948484894212635,23.803115236114238,1200.0,90.0
profile-ring-full-svd,wide-svd,80_90,-4.757076361835737,12.494174805077407,23.803115236114238,1200.0,90.0
profile-ring-full-svd,wide-svd,90,-14.97069928246527,16.36366213520241,23.803115236114238,1200.0,90.0
modal-compact2,wide-svd,0_60,0.3717596292081303,2.5260234143181357,9.841966745227836,1200.0,30.0
modal-compact2,wide-svd,70_90,4.756881582798073,6.899720412018959,21.43670918031146,1009.0756983044574,90.0
modal-compact2,wide-svd,80_90,5.207281166625966,7.909559426818912,21.43670918031146,1009.0756983044574,90.0
modal-compact2,wide-svd,90,7.493532216122728,10.052234260957242,21.43670918031146,1009.0756983044574,90.0
modal-compact3,wide-svd,0_60,0.5703932493931474,2.529791496185531,9.304268222335793,1200.0,30.0
modal-compact3,wide-svd,70_90,4.156481592258624,5.754511308063266,15.852038875601465,1009.0756983044574,90.0
modal-compact3,wide-svd,80_90,3.9428329044303254,6.163840824501147,15.852038875601465,1009.0756983044574,90.0
modal-compact3,wide-svd,90,4.5028891728980005,7.044979938905653,15.852038875601465,1009.0756983044574,90.0
modal-full2,wide-svd,0_60,0.3266199274834523,2.49579914409972,9.861009474947224,1200.0,30.0
modal-full2,wide-svd,70_90,4.78212027169134,6.951199455606648,21.3668819547604,1009.0756983044574,90.0
modal-full2,wide-svd,80_90,5.318066177294003,8.009616887877225,21.3668819547604,1009.0756983044574,90.0
modal-full2,wide-svd,90,7.742548749970262,10.170214263209289,21.3668819547604,1009.0756983044574,90.0
modal-full3,wide-svd,0_60,0.5761761184509322,2.5318730842837116,9.368399287107124,1200.0,30.0
modal-full3,wide-svd,70_90,3.877215095047658,5.567438469974299,13.479481375211208,1009.0756983044574,90.0
modal-full3,wide-svd,80_90,3.523807319815266,5.887448453691733,13.479481375211208,1009.0756983044574,90.0
modal-full3,wide-svd,90,3.73537520868319,6.556881328397372,13.479481375211208,1009.0756983044574,90.0
modal-full4-svd,wide-svd,0_60,1.3853243519711793,3.083017471366605,9.369432069384317,1200.0,30.0
modal-full4-svd,wide-svd,70_90,2.2838730410376535,7.483637962835993,19.42452498171749,1132.6491752180323,90.0
modal-full4-svd,wide-svd,80_90,-0.17169862459473548,7.541926859154536,19.42452498171749,1132.6491752180323,90.0
modal-full4-svd,wide-svd,90,-6.324639162802903,7.98484737277289,19.42452498171749,1132.6491752180323,90.0
measured-stable,wide-svd,0_60,-6.865563639878687,8.744041731200387,19.79150528494219,436.6959548526562,30.0
measured-stable,wide-svd,70_90,3.1369839701118383,6.826857565490299,24.386492200840685,1009.0756983044574,90.0
measured-stable,wide-svd,80_90,5.635773310532777,8.143714645166494,24.386492200840685,1009.0756983044574,90.0
measured-stable,wide-svd,90,8.50629002060037,10.924473775587156,24.386492200840685,1009.0756983044574,90.0
measured-profile-ring-compact,wide-svd,0_60,0.11964432972246182,3.378885710341647,10.489157953402653,1200.0,30.0
measured-profile-ring-compact,wide-svd,70_90,3.523608967350755,7.981218565261433,19.608038147481714,1038.6438732073716,80.0
measured-profile-ring-compact,wide-svd,80_90,3.640903317100352,8.453293001083672,19.608038147481714,1038.6438732073716,80.0
measured-profile-ring-compact,wide-svd,90,3.9915803134422547,8.620707899882369,18.230822603853397,848.5281374238571,90.0
