case,reference_case,comparison_set,case_is_eligible_reference,eligible_reference_count,angle_group,signed_mean_db,rms_db,max_abs_db,max_abs_freq_hz,max_abs_angle_deg
physical-diaphragm-compact-coupled-measured-az16-q3-reg1e-06,modal-compact2,source_cv_recommended_juan_only,False,6,70_90,1.800410974698591,4.253269969803108,12.490552609345833,1200.0,90.0
physical-diaphragm-compact-coupled-measured-az16-q3-reg1e-06,modal-compact2,source_cv_recommended_juan_only,False,6,80_90,1.511128351863535,4.889045944941149,12.490552609345833,1200.0,90.0
physical-diaphragm-compact-coupled-measured-az16-q3-reg1e-06,modal-compact2,source_cv_recommended_juan_only,False,6,90,0.30209636532564677,3.4312963405945345,12.490552609345833,1200.0,90.0
physical-diaphragm-compact-coupled-measured-az16-q3-reg1e-06,modal-full2,source_cv_recommended_juan_only,False,6,0_60,0.7191155587849501,1.0980513291876193,3.701644423381971,1200.0,60.0
physical-diaphragm-compact-coupled-measured-az16-q3-reg1e-06,modal-full2,source_cv_recommended_juan_only,False,6,70_90,1.7751722858053243,4.357628933621986,13.012506646641363,1200.0,90.0
physical-diaphragm-compact-coupled-measured-az16-q3-reg1e-06,modal-full2,source_cv_recommended_juan_only,False,6,80_90,1.4003433411954966,4.985338737076546,13.012506646641363,1200.0,90.0
physical-diaphragm-compact-coupled-measured-az16-q3-reg1e-06,modal-full2,source_cv_recommended_juan_only,False,6,90,0.05307983147811295,3.625031661099478,13.012506646641363,1200.0,90.0
physical-diaphragm-compact-coupled-measured-az16-q3-reg1e-06,modal-compact3,source_cv_recommended_juan_only,False,6,0_60,0.4753422368752552,0.7522483176388562,2.2935290439740967,1132.6491752180323,60.0
physical-diaphragm-compact-coupled-measured-az16-q3-reg1e-06,modal-compact3,source_cv_recommended_juan_only,False,6,70_90,2.40081096523804,4.777001306659202,16.436772846324835,1165.838329384327,90.0
physical-diaphragm-compact-coupled-measured-az16-q3-reg1e-06,modal-compact3,source_cv_recommended_juan_only,False,6,80_90,2.7755766140591738,5.660731393318139,16.436772846324835,1165.838329384327,90.0
physical-diaphragm-compact-coupled-measured-az16-q3-reg1e-06,modal-compact3,source_cv_recommended_juan_only,False,6,90,3.2927394085503745,5.547311322628129,16.436772846324835,1165.838329384327,90.0
physical-diaphragm-compact-coupled-measured-az16-q3-reg1e-06,modal-full4-svd,source_cv_recommended_juan_only,False,6,0_60,-0.3395888657027765,0.732164451088039,2.200573258286326,980.3492719446599,60.0
physical-diaphragm-compact-coupled-measured-az16-q3-reg1e-06,modal-full4-svd,source_cv_recommended_juan_only,False,6,70_90,4.273419516459011,9.571522437343303,30.91343595713046,1100.4048518456054,90.0
physical-diaphragm-compact-coupled-measured-az16-q3-reg1e-06,modal-full4-svd,source_cv_recommended_juan_only,False,6,80_90,6.890108143084236,11.588752441847022,30.91343595713046,1100.4048518456054,90.0
physical-diaphragm-compact-coupled-measured-az16-q3-reg1e-06,modal-full4-svd,source_cv_recommended_juan_only,False,6,90,14.12026774425128,15.3804416419876,30.91343595713046,1100.4048518456054,90.0
physical-diaphragm-compact-coupled-measured-az16-q3-reg1e-06,profile-ring-full-svd,source_cv_recommended_juan_only,False,6,0_60,0.09897558034864032,1.1070845431420362,4.233656889517263,1132.6491752180323,60.0
physical-diaphragm-compact-coupled-measured-az16-q3-reg1e-06,profile-ring-full-svd,source_cv_recommended_juan_only,False,6,70_90,7.664900421322447,13.443997882942181,30.960317330405367,1200.0,90.0
physical-diaphragm-compact-coupled-measured-az16-q3-reg1e-06,profile-ring-full-svd,source_cv_recommended_juan_only,False,6,80_90,11.47548588032524,16.42045672386548,30.960317330405367,1200.0,90.0
physical-diaphragm-compact-coupled-measured-az16-q3-reg1e-06,profile-ring-full-svd,source_cv_recommended_juan_only,False,6,90,22.766327863913645,22.949693606990383,30.960317330405367,1200.0,90.0
physical-diaphragm-compact-coupled-measured-az16-q3-reg1e-06,profile-ring-full,source_cv_recommended_juan_only,False,6,0_60,0.0988567770350337,1.108647167980983,4.2420160222857675,1132.6491752180323,60.0
physical-diaphragm-compact-coupled-measured-az16-q3-reg1e-06,profile-ring-full,source_cv_recommended_juan_only,False,6,70_90,7.663520888101573,13.444576202791925,30.965037516402482,1200.0,90.0
physical-diaphragm-compact-coupled-measured-az16-q3-reg1e-06,profile-ring-full,source_cv_recommended_juan_only,False,6,80_90,11.474158830700592,16.421023914119885,30.965037516402482,1200.0,90.0
physical-diaphragm-compact-coupled-measured-az16-q3-reg1e-06,profile-ring-full,source_cv_recommended_juan_only,False,6,90,22.76598296509931,22.949885334670217,30.965037516402482,1200.0,90.0
physical-diaphragm-compact-coupled-measured-az16-q3-reg3e-06,modal-compact2,source_cv_recommended_juan_only,False,6,0_60,0.5467367865515322,0.810342461848575,2.3103637658392273,300.0,60.0
physical-diaphragm-compact-coupled-measured-az16-q3-reg3e-06,modal-compact2,source_cv_recommended_juan_only,False,6,70_90,2.7967467889255584,4.361590543317581,11.005637200623049,1200.0,90.0
physical-diaphragm-compact-coupled-measured-az16-q3-reg3e-06,modal-compact2,source_cv_recommended_juan_only,False,6,80_90,3.0136832101674536,4.856580689841768,11.005637200623049,1200.0,90.0
physical-diaphragm-compact-coupled-measured-az16-q3-reg3e-06,modal-compact2,source_cv_recommended_juan_only,False,6,90,1.4840670702539522,2.7293211630238887,11.005637200623049,1200.0,90.0
physical-diaphragm-compact-coupled-measured-az16-q3-reg3e-06,modal-full2,source_cv_recommended_juan_only,False,6,0_60,0.5918764882762101,0.8713994600806838,2.44698104061235,300.0,60.0
physical-diaphragm-compact-coupled-measured-az16-q3-reg3e-06,modal-full2,source_cv_recommended_juan_only,False,6,70_90,2.7715081000322916,4.41015877608811,11.527591237918578,1200.0,90.0
physical-diaphragm-compact-coupled-measured-az16-q3-reg3e-06,modal-full2,source_cv_recommended_juan_only,False,6,80_90,2.9028981994994143,4.882809961964984,11.527591237918578,1200.0,90.0
physical-diaphragm-compact-coupled-measured-az16-q3-reg3e-06,modal-full2,source_cv_recommended_juan_only,False,6,90,1.2350505364064186,2.7598119757008432,11.527591237918578,1200.0,90.0
physical-diaphragm-compact-coupled-measured-az16-q3-reg3e-06,modal-compact3,source_cv_recommended_juan_only,False,6,0_60,0.34810316636651506,0.6243485591295298,2.241391392591943,300.0,60.0
physical-diaphragm-compact-coupled-measured-az16-q3-reg3e-06,modal-compact3,source_cv_recommended_juan_only,False,6,70_90,3.3971467794650074,5.002178857824365,14.734685590937268,1165.838329384327,90.0
physical-diaphragm-compact-coupled-measured-az16-q3-reg3e-06,modal-compact3,source_cv_recommended_juan_only,False,6,80_90,4.278131472363093,5.752884241721175,14.734685590937268,1165.838329384327,90.0
physical-diaphragm-compact-coupled-measured-az16-q3-reg3e-06,modal-compact3,source_cv_recommended_juan_only,False,6,90,4.47471011347868,5.502113990719084,14.734685590937268,1165.838329384327,90.0
physical-diaphragm-compact-coupled-measured-az16-q3-reg3e-06,modal-full4-svd,source_cv_recommended_juan_only,False,6,0_60,-0.46682793621151647,1.0952890779550135,4.587321543549052,1100.4048518456054,60.0
physical-diaphragm-compact-coupled-measured-az16-q3-reg3e-06,modal-full4-svd,source_cv_recommended_juan_only,False,6,70_90,5.269755330685978,9.997688443500298,29.000495076754838,1132.6491752180323,90.0
physical-diaphragm-compact-coupled-measured-az16-q3-reg3e-06,modal-full4-svd,source_cv_recommended_juan_only,False,6,80_90,8.392663001388154,11.96620942520267,29.000495076754838,1132.6491752180323,90.0
physical-diaphragm-compact-coupled-measured-az16-q3-reg3e-06,modal-full4-svd,source_cv_recommended_juan_only,False,6,90,15.302238449179585,16.136264253417107,29.000495076754838,1132.6491752180323,90.0
physical-diaphragm-compact-coupled-measured-az16-q3-reg3e-06,profile-ring-full-svd,source_cv_recommended_juan_only,False,6,0_60,-0.02826349016009974,0.7785623271729676,2.6473161824428786,824.3721884748535,60.0
physical-diaphragm-compact-coupled-measured-az16-q3-reg3e-06,profile-ring-full-svd,source_cv_recommended_juan_only,False,6,70_90,8.661236235549413,14.025240942267102,29.475401921682582,1200.0,90.0
physical-diaphragm-compact-coupled-measured-az16-q3-reg3e-06,profile-ring-full-svd,source_cv_recommended_juan_only,False,6,80_90,12.978040738629156,17.139984225144502,29.475401921682582,1200.0,90.0
physical-diaphragm-compact-coupled-measured-az16-q3-reg3e-06,profile-ring-full-svd,source_cv_recommended_juan_only,False,6,90,23.94829856884195,24.044726432557706,29.475401921682582,1200.0,90.0
physical-diaphragm-compact-coupled-measured-az16-q3-reg3e-06,profile-ring-full,source_cv_recommended_juan_only,False,6,0_60,-0.02838229347370636,0.7804245875192425,2.6543006272307252,824.3721884748535,60.0
physical-diaphragm-compact-coupled-measured-az16-q3-reg3e-06,profile-ring-full,source_cv_recommended_juan_only,False,6,70_90,8.65985670232854,14.025265425258581,29.480122107679698,1200.0,90.0
physical-diaphragm-compact-coupled-measured-az16-q3-reg3e-06,profile-ring-full,source_cv_recommended_juan_only,False,6,80_90,12.976713689004512,17.139970036186874,29.480122107679698,1200.0,90.0
physical-diaphragm-compact-coupled-measured-az16-q3-reg3e-06,profile-ring-full,source_cv_recommended_juan_only,False,6,90,23.94795367002762,24.04466807297274,29.480122107679698,1200.0,90.0
physical-diaphragm-compact-coupled-measured-az24-q3-reg1e-06,modal-compact2,source_cv_recommended_juan_only,False,6,0_60,0.7389247625013958,1.1652075835713382,4.069104826856517,1165.838329384327,60.0
physical-diaphragm-compact-coupled-measured-az24-q3-reg1e-06,modal-compact2,source_cv_recommended_juan_only,False,6,70_90,1.9287280308420345,4.114485036874347,12.66485678010578,1200.0,90.0
physical-diaphragm-compact-coupled-measured-az24-q3-reg1e-06,modal-compact2,source_cv_recommended_juan_only,False,6,80_90,1.6083481928662466,4.670931550995313,12.66485678010578,1200.0,90.0
physical-diaphragm-compact-coupled-measured-az24-q3-reg1e-06,modal-compact2,source_cv_recommended_juan_only,False,6,90,0.27988747093548744,3.539232302819935,12.66485678010578,1200.0,90.0
physical-diaphragm-compact-coupled-measured-az24-q3-reg1e-06,modal-full2,source_cv_recommended_juan_only,False,6,0_60,0.7840644642260739,1.2152951414995108,4.186861087856002,1165.838329384327,60.0
physical-diaphragm-compact-coupled-measured-az24-q3-reg1e-06,modal-full2,source_cv_recommended_juan_only,False,6,70_90,1.9034893419487673,4.232128554435609,13.186810817401309,1200.0,90.0
physical-diaphragm-compact-coupled-measured-az24-q3-reg1e-06,modal-full2,source_cv_recommended_juan_only,False,6,80_90,1.497563182198208,4.782369487334905,13.186810817401309,1200.0,90.0
physical-diaphragm-compact-coupled-measured-az24-q3-reg1e-06,modal-full2,source_cv_recommended_juan_only,False,6,90,0.030870937087953642,3.73906683070839,13.186810817401309,1200.0,90.0
physical-diaphragm-compact-coupled-measured-az24-q3-reg1e-06,modal-compact3,source_cv_recommended_juan_only,False,6,0_60,0.5402911423163789,0.8599259137517266,2.8486909127686246,1100.4048518456054,60.0
physical-diaphragm-compact-coupled-measured-az24-q3-reg1e-06,modal-compact3,source_cv_recommended_juan_only,False,6,70_90,2.529128021381483,4.636710791141419,16.652753658416707,1165.838329384327,90.0
physical-diaphragm-compact-coupled-measured-az24-q3-reg1e-06,modal-compact3,source_cv_recommended_juan_only,False,6,80_90,2.872796455061886,5.4760703248627465,16.652753658416707,1165.838329384327,90.0
physical-diaphragm-compact-coupled-measured-az24-q3-reg1e-06,modal-compact3,source_cv_recommended_juan_only,False,6,90,3.2705305141602152,5.64426977149163,16.652753658416707,1165.838329384327,90.0
physical-diaphragm-compact-coupled-measured-az24-q3-reg1e-06,modal-full4-svd,source_cv_recommended_juan_only,False,6,0_60,-0.2746399602616527,0.620889370095885,1.7458279183071852,778.1037327906058,60.0
physical-diaphragm-compact-coupled-measured-az24-q3-reg1e-06,modal-full4-svd,source_cv_recommended_juan_only,False,6,70_90,4.401736572602454,9.431470767428275,31.22435533369663,1100.4048518456054,90.0
physical-diaphragm-compact-coupled-measured-az24-q3-reg1e-06,modal-full4-svd,source_cv_recommended_juan_only,False,6,80_90,6.9873279840869476,11.450114849690685,31.22435533369663,1100.4048518456054,90.0
physical-diaphragm-compact-coupled-measured-az24-q3-reg1e-06,modal-full4-svd,source_cv_recommended_juan_only,False,6,90,14.09805884986112,15.41229449881417,31.22435533369663,1100.4048518456054,90.0
physical-diaphragm-compact-coupled-measured-az24-q3-reg1e-06,profile-ring-full-svd,source_cv_recommended_juan_only,False,6,0_60,0.163924485789764,1.1785084751690047,4.760766911234342,1132.6491752180323,60.0
physical-diaphragm-compact-coupled-measured-az24-q3-reg1e-06,profile-ring-full-svd,source_cv_recommended_juan_only,False,6,70_90,7.793217477465889,13.412132691467848,31.134621501165313,1200.0,90.0
physical-diaphragm-compact-coupled-measured-az24-q3-reg1e-06,profile-ring-full-svd,source_cv_recommended_juan_only,False,6,80_90,11.57270572132795,16.373779779914855,31.134621501165313,1200.0,90.0
physical-diaphragm-compact-coupled-measured-az24-q3-reg1e-06,profile-ring-full-svd,source_cv_recommended_juan_only,False,6,90,22.744118969523488,22.938735561663904,31.134621501165313,1200.0,90.0
physical-diaphragm-compact-coupled-measured-az24-q3-reg1e-06,profile-ring-full,source_cv_recommended_juan_only,False,6,0_60,0.1638056824761574,1.179918643402128,4.769126044002846,1132.6491752180323,60.0
physical-diaphragm-compact-coupled-measured-az24-q3-reg1e-06,profile-ring-full,source_cv_recommended_juan_only,False,6,70_90,7.791837944245015,13.412692952553305,31.13934168716243,1200.0,90.0
physical-diaphragm-compact-coupled-measured-az24-q3-reg1e-06,profile-ring-full,source_cv_recommended_juan_only,False,6,80_90,11.571378671703302,16.374340892788023,31.13934168716243,1200.0,90.0
physical-diaphragm-compact-coupled-measured-az24-q3-reg1e-06,profile-ring-full,source_cv_recommended_juan_only,False,6,90,22.743774070709154,22.93896132820736,31.13934168716243,1200.0,90.0
physical-diaphragm-compact-coupled-measured-az24-q3-reg3e-06,modal-compact2,source_cv_recommended_juan_only,False,6,0_60,0.587118992922763,0.858329998249877,2.306052171860877,300.0,60.0
physical-diaphragm-compact-coupled-measured-az24-q3-reg3e-06,modal-compact2,source_cv_recommended_juan_only,False,6,70_90,2.6736520108225883,4.4938412060372075,11.272998815683323,1200.0,90.0
physical-diaphragm-compact-coupled-measured-az24-q3-reg3e-06,modal-compact2,source_cv_recommended_juan_only,False,6,80_90,2.7856663174745178,5.066153945047371,11.272998815683323,1200.0,90.0
physical-diaphragm-compact-coupled-measured-az24-q3-reg3e-06,modal-compact2,source_cv_recommended_juan_only,False,6,90,1.4813444611246502,2.809184088344431,11.272998815683323,1200.0,90.0
physical-diaphragm-compact-coupled-measured-az24-q3-reg3e-06,modal-full2,source_cv_recommended_juan_only,False,6,0_60,0.632258694647441,0.9187518211946574,2.4426694466339995,300.0,60.0
physical-diaphragm-compact-coupled-measured-az24-q3-reg3e-06,modal-full2,source_cv_recommended_juan_only,False,6,70_90,2.648413321929321,4.539456911886035,11.794952852978852,1200.0,90.0
physical-diaphragm-compact-coupled-measured-az24-q3-reg3e-06,modal-full2,source_cv_recommended_juan_only,False,6,80_90,2.674881306806479,5.0876626635280795,11.794952852978852,1200.0,90.0
physical-diaphragm-compact-coupled-measured-az24-q3-reg3e-06,modal-full2,source_cv_recommended_juan_only,False,6,90,1.2323279272771162,2.8460539462863284,11.794952852978852,1200.0,90.0
physical-diaphragm-compact-coupled-measured-az24-q3-reg3e-06,modal-compact3,source_cv_recommended_juan_only,False,6,0_60,0.3884853727377459,0.6361244835153262,2.2370797986135926,300.0,60.0
physical-diaphragm-compact-coupled-measured-az24-q3-reg3e-06,modal-compact3,source_cv_recommended_juan_only,False,6,70_90,3.2740520013620373,5.126667268636824,15.027447959702123,1165.838329384327,90.0
physical-diaphragm-compact-coupled-measured-az24-q3-reg3e-06,modal-compact3,source_cv_recommended_juan_only,False,6,80_90,4.050114579670157,5.956332346830953,15.027447959702123,1165.838329384327,90.0
physical-diaphragm-compact-coupled-measured-az24-q3-reg3e-06,modal-compact3,source_cv_recommended_juan_only,False,6,90,4.471987504349378,5.553817074156497,15.027447959702123,1165.838329384327,90.0
physical-diaphragm-compact-coupled-measured-az24-q3-reg3e-06,modal-full4-svd,source_cv_recommended_juan_only,False,6,0_60,-0.4264457298402856,1.0013396683571312,4.026377635222289,1069.0784617684071,60.0
physical-diaphragm-compact-coupled-measured-az24-q3-reg3e-06,modal-full4-svd,source_cv_recommended_juan_only,False,6,70_90,5.146660552583008,10.103816440568258,29.307456818813783,1132.6491752180323,90.0
physical-diaphragm-compact-coupled-measured-az24-q3-reg3e-06,modal-full4-svd,source_cv_recommended_juan_only,False,6,80_90,8.16464610869522,12.137604570445747,29.307456818813783,1132.6491752180323,90.0
physical-diaphragm-compact-coupled-measured-az24-q3-reg3e-06,modal-full4-svd,source_cv_recommended_juan_only,False,6,90,15.299515840050283,16.156430732037887,29.307456818813783,1132.6491752180323,90.0
physical-diaphragm-compact-coupled-measured-az24-q3-reg3e-06,profile-ring-full-svd,source_cv_recommended_juan_only,False,6,0_60,0.012118716211131107,0.8307825048547056,2.668942886539085,1165.838329384327,50.0
physical-diaphragm-compact-coupled-measured-az24-q3-reg3e-06,profile-ring-full-svd,source_cv_recommended_juan_only,False,6,70_90,8.538141457446445,14.05415761569965,29.742763536742856,1200.0,90.0
physical-diaphragm-compact-coupled-measured-az24-q3-reg3e-06,profile-ring-full-svd,source_cv_recommended_juan_only,False,6,80_90,12.75002384593622,17.181200825999436,29.742763536742856,1200.0,90.0
physical-diaphragm-compact-coupled-measured-az24-q3-reg3e-06,profile-ring-full-svd,source_cv_recommended_juan_only,False,6,90,23.945575959712652,24.048960410035587,29.742763536742856,1200.0,90.0
physical-diaphragm-compact-coupled-measured-az24-q3-reg3e-06,profile-ring-full,source_cv_recommended_juan_only,False,6,0_60,0.01199991289752449,0.832627393837702,2.6800139399853578,1165.838329384327,50.0
physical-diaphragm-compact-coupled-measured-az24-q3-reg3e-06,profile-ring-full,source_cv_recommended_juan_only,False,6,70_90,8.536761924225571,14.054261527993976,29.74748372273997,1200.0,90.0
physical-diaphragm-compact-coupled-measured-az24-q3-reg3e-06,profile-ring-full,source_cv_recommended_juan_only,False,6,80_90,12.748696796311576,17.18126063761887,29.74748372273997,1200.0,90.0
physical-diaphragm-compact-coupled-measured-az24-q3-reg3e-06,profile-ring-full,source_cv_recommended_juan_only,False,6,90,23.94523106089832,24.048920703450573,29.74748372273997,1200.0,90.0
physical-diaphragm-compact-coupled-dipole-az16-q3-reg1e-06,modal-compact2,source_cv_recommended_juan_only,False,6,0_60,0.17637114014802985,0.7536111801565809,2.3661474599605654,300.0,60.0
physical-diaphragm-compact-coupled-dipole-az16-q3-reg1e-06,modal-compact2,source_cv_recommended_juan_only,False,6,70_90,2.8643367190289912,4.415536653773111,11.351698796115151,300.0,80.0
physical-diaphragm-compact-coupled-dipole-az16-q3-reg1e-06,modal-compact2,source_cv_recommended_juan_only,False,6,80_90,3.174382634060636,4.978861213179563,11.351698796115151,300.0,80.0
physical-diaphragm-compact-coupled-dipole-az16-q3-reg1e-06,modal-compact2,source_cv_recommended_juan_only,False,6,90,1.3329536360840553,2.9272385730581005,4.205569123382041,389.0518663953029,90.0
physical-diaphragm-compact-coupled-dipole-az16-q3-reg1e-06,modal-full2,source_cv_recommended_juan_only,False,6,0_60,0.22151084187270786,0.7917321460753379,2.502764734733688,300.0,60.0
physical-diaphragm-compact-coupled-dipole-az16-q3-reg1e-06,modal-full2,source_cv_recommended_juan_only,False,6,70_90,2.8390980301357254,4.393569437656907,11.877947973488816,300.0,80.0
physical-diaphragm-compact-coupled-dipole-az16-q3-reg1e-06,modal-full2,source_cv_recommended_juan_only,False,6,80_90,3.063597623392598,4.909279522678897,11.877947973488816,300.0,80.0
physical-diaphragm-compact-coupled-dipole-az16-q3-reg1e-06,modal-full2,source_cv_recommended_juan_only,False,6,90,1.0839371022365212,2.577242112292929,3.684799758502436,389.0518663953029,90.0
physical-diaphragm-compact-coupled-dipole-az16-q3-reg1e-06,modal-compact3,source_cv_recommended_juan_only,False,6,0_60,-0.022262480036987296,0.8727760900879995,3.3870106145976067,1200.0,60.0
physical-diaphragm-compact-coupled-dipole-az16-q3-reg1e-06,modal-compact3,source_cv_recommended_juan_only,False,6,70_90,3.4647367095684403,4.632705031015726,10.85755576366303,300.0,80.0
physical-diaphragm-compact-coupled-dipole-az16-q3-reg1e-06,modal-compact3,source_cv_recommended_juan_only,False,6,80_90,4.438830896256276,5.312032416862793,10.85755576366303,300.0,80.0
physical-diaphragm-compact-coupled-dipole-az16-q3-reg1e-06,modal-compact3,source_cv_recommended_juan_only,False,6,90,4.323596679308783,4.461261338960537,5.256328607973849,713.5242690016327,90.0
physical-diaphragm-compact-coupled-dipole-az16-q3-reg1e-06,modal-full4-svd,source_cv_recommended_juan_only,False,6,0_60,-0.8371935826150187,1.7648851389610394,6.50256609748422,1100.4048518456054,60.0
physical-diaphragm-compact-coupled-dipole-az16-q3-reg1e-06,modal-full4-svd,source_cv_recommended_juan_only,False,6,70_90,5.33734526078941,9.567426219804462,20.106175515915496,1100.4048518456054,90.0
physical-diaphragm-compact-coupled-dipole-az16-q3-reg1e-06,modal-full4-svd,source_cv_recommended_juan_only,False,6,80_90,8.553362425281337,11.433441538867722,20.106175515915496,1100.4048518456054,90.0
physical-diaphragm-compact-coupled-dipole-az16-q3-reg1e-06,modal-full4-svd,source_cv_recommended_juan_only,False,6,90,15.151125015009683,15.448784271442248,20.106175515915496,1100.4048518456054,90.0
physical-diaphragm-compact-coupled-dipole-az16-q3-reg1e-06,profile-ring-full-svd,source_cv_recommended_juan_only,False,6,0_60,-0.39862913656360205,0.9597662617191527,4.213785675912938,848.5281374238571,60.0
physical-diaphragm-compact-coupled-dipole-az16-q3-reg1e-06,profile-ring-full-svd,source_cv_recommended_juan_only,False,6,70_90,8.728826165652848,14.091132835846922,27.43494396901093,412.18609423742674,90.0
physical-diaphragm-compact-coupled-dipole-az16-q3-reg1e-06,profile-ring-full-svd,source_cv_recommended_juan_only,False,6,80_90,13.138740162522337,17.201022387092248,27.43494396901093,412.18609423742674,90.0
physical-diaphragm-compact-coupled-dipole-az16-q3-reg1e-06,profile-ring-full-svd,source_cv_recommended_juan_only,False,6,90,23.797185134672056,24.088597773341444,27.43494396901093,412.18609423742674,90.0
physical-diaphragm-compact-coupled-dipole-az16-q3-reg1e-06,profile-ring-full,source_cv_recommended_juan_only,False,6,0_60,-0.3987479398772087,0.9610674072726295,4.223699476835421,848.5281374238571,60.0
physical-diaphragm-compact-coupled-dipole-az16-q3-reg1e-06,profile-ring-full,source_cv_recommended_juan_only,False,6,70_90,8.727446632431972,14.090857857795681,27.434909901641646,412.18609423742674,90.0
physical-diaphragm-compact-coupled-dipole-az16-q3-reg1e-06,profile-ring-full,source_cv_recommended_juan_only,False,6,80_90,13.137413112897693,17.2005057256716,27.434909901641646,412.18609423742674,90.0
physical-diaphragm-compact-coupled-dipole-az16-q3-reg1e-06,profile-ring-full,source_cv_recommended_juan_only,False,6,90,23.796840235857722,24.087779213620315,27.434909901641646,412.18609423742674,90.0
physical-diaphragm-compact-coupled-dipole-az16-q3-reg3e-06,modal-compact2,source_cv_recommended_juan_only,False,6,0_60,0.20383387701632727,1.0845959103037397,4.244955534427326,1200.0,60.0
physical-diaphragm-compact-coupled-dipole-az16-q3-reg3e-06,modal-compact2,source_cv_recommended_juan_only,False,6,70_90,4.881491563329749,5.757560959234212,11.703626465593445,300.0,80.0
physical-diaphragm-compact-coupled-dipole-az16-q3-reg3e-06,modal-compact2,source_cv_recommended_juan_only,False,6,80_90,5.861031291747573,6.488356878322417,11.703626465593445,300.0,80.0
physical-diaphragm-compact-coupled-dipole-az16-q3-reg3e-06,modal-compact2,source_cv_recommended_juan_only,False,6,90,4.827084289597997,4.9432448071327375,5.856686075594141,462.66324762238224,90.0
physical-diaphragm-compact-coupled-dipole-az16-q3-reg3e-06,modal-full2,source_cv_recommended_juan_only,False,6,0_60,0.2489735787410052,1.117232625602987,4.121073998165066,1200.0,60.0
physical-diaphragm-compact-coupled-dipole-az16-q3-reg3e-06,modal-full2,source_cv_recommended_juan_only,False,6,70_90,4.856252874436483,5.717972354706683,12.229875642967109,300.0,80.0
physical-diaphragm-compact-coupled-dipole-az16-q3-reg3e-06,modal-full2,source_cv_recommended_juan_only,False,6,80_90,5.750246281079535,6.399287933652791,12.229875642967109,300.0,80.0
physical-diaphragm-compact-coupled-dipole-az16-q3-reg3e-06,modal-full2,source_cv_recommended_juan_only,False,6,90,4.578067755750464,4.666227994295143,5.515200150662444,654.3046395991546,90.0
physical-diaphragm-compact-coupled-dipole-az16-q3-reg3e-06,modal-compact3,source_cv_recommended_juan_only,False,6,0_60,0.0052002568313101105,1.2061531985123766,6.20186328683328,1200.0,60.0
physical-diaphragm-compact-coupled-dipole-az16-q3-reg3e-06,modal-compact3,source_cv_recommended_juan_only,False,6,70_90,5.481891553869198,6.603473890395774,11.209483433141322,300.0,80.0
physical-diaphragm-compact-coupled-dipole-az16-q3-reg3e-06,modal-compact3,source_cv_recommended_juan_only,False,6,80_90,7.1254795539432125,7.652199986928539,11.209483433141322,300.0,80.0
physical-diaphragm-compact-coupled-dipole-az16-q3-reg3e-06,modal-compact3,source_cv_recommended_juan_only,False,6,90,7.8177273328227255,7.955161982634421,9.809157684835455,734.4321259827932,90.0
physical-diaphragm-compact-coupled-dipole-az16-q3-reg3e-06,modal-full4-svd,source_cv_recommended_juan_only,False,6,0_60,-0.8097308457467213,1.9839587502013187,8.731559007960612,1165.838329384327,60.0
physical-diaphragm-compact-coupled-dipole-az16-q3-reg3e-06,modal-full4-svd,source_cv_recommended_juan_only,False,6,70_90,7.354500105090167,11.731106485925638,26.357534492197814,1100.4048518456054,90.0
physical-diaphragm-compact-coupled-dipole-az16-q3-reg3e-06,modal-full4-svd,source_cv_recommended_juan_only,False,6,80_90,11.240011082968273,14.080339235159348,26.357534492197814,1100.4048518456054,90.0
physical-diaphragm-compact-coupled-dipole-az16-q3-reg3e-06,modal-full4-svd,source_cv_recommended_juan_only,False,6,90,18.645255668523628,19.119917855446516,26.357534492197814,1100.4048518456054,90.0
physical-diaphragm-compact-coupled-dipole-az16-q3-reg3e-06,profile-ring-full-svd,source_cv_recommended_juan_only,False,6,0_60,-0.3711663996953046,0.9617595069765382,3.742763172083862,1200.0,60.0
physical-diaphragm-compact-coupled-dipole-az16-q3-reg3e-06,profile-ring-full-svd,source_cv_recommended_juan_only,False,6,70_90,10.745981009953605,16.099131476310088,31.906215701905694,734.4321259827932,90.0
physical-diaphragm-compact-coupled-dipole-az16-q3-reg3e-06,profile-ring-full-svd,source_cv_recommended_juan_only,False,6,80_90,15.825388820209273,19.665050547041723,31.906215701905694,734.4321259827932,90.0
physical-diaphragm-compact-coupled-dipole-az16-q3-reg3e-06,profile-ring-full-svd,source_cv_recommended_juan_only,False,6,90,27.291315788186,27.41604398036977,31.906215701905694,734.4321259827932,90.0
physical-diaphragm-compact-coupled-dipole-az16-q3-reg3e-06,profile-ring-full,source_cv_recommended_juan_only,False,6,0_60,-0.37128520300891127,0.9623247139383201,3.726282122071872,1200.0,60.0
physical-diaphragm-compact-coupled-dipole-az16-q3-reg3e-06,profile-ring-full,source_cv_recommended_juan_only,False,6,70_90,10.74460147673273,16.09879668533408,31.90875577687926,734.4321259827932,90.0
physical-diaphragm-compact-coupled-dipole-az16-q3-reg3e-06,profile-ring-full,source_cv_recommended_juan_only,False,6,80_90,15.824061770584631,19.664604301204943,31.90875577687926,734.4321259827932,90.0
physical-diaphragm-compact-coupled-dipole-az16-q3-reg3e-06,profile-ring-full,source_cv_recommended_juan_only,False,6,90,27.290970889371664,27.41564110143183,31.90875577687926,734.4321259827932,90.0
