case,reference_case,comparison_set,case_is_eligible_reference,eligible_reference_count,angle_group,signed_mean_db,rms_db,max_abs_db,max_abs_freq_hz,max_abs_angle_deg
wide-svd,profile-ring-full-svd,source_cv_recommended_juan_only,False,6,0_60,-0.9467599059197624,3.289132753824574,10.263890957093025,1200.0,30.0
wide-svd,profile-ring-full-svd,source_cv_recommended_juan_only,False,6,70_90,1.107607863825783,10.948484894212635,23.803115236114238,1200.0,90.0
wide-svd,profile-ring-full-svd,source_cv_recommended_juan_only,False,6,80_90,4.757076361835737,12.494174805077407,23.803115236114238,1200.0,90.0
wide-svd,profile-ring-full-svd,source_cv_recommended_juan_only,False,6,90,14.97069928246527,16.36366213520241,23.803115236114238,1200.0,90.0
wide-svd,profile-ring-full,source_cv_recommended_juan_only,False,6,0_60,-0.9468787092333688,3.2904776051266653,10.26981997863318,1200.0,30.0
wide-svd,profile-ring-full,source_cv_recommended_juan_only,False,6,70_90,1.1062283306049083,10.948963538941443,23.807835422111353,1200.0,90.0
wide-svd,profile-ring-full,source_cv_recommended_juan_only,False,6,80_90,4.755749312211092,12.494201538562411,23.807835422111353,1200.0,90.0
wide-svd,profile-ring-full,source_cv_recommended_juan_only,False,6,90,14.97035438365094,16.362410270095808,23.807835422111353,1200.0,90.0
axisymmetric-directivity,modal-compact2,source_cv_recommended_juan_only,False,6,0_60,0.8475512332385932,1.178581112266473,2.739997564198461,673.4772289856238,60.0
axisymmetric-directivity,modal-compact2,source_cv_recommended_juan_only,False,6,70_90,3.4260559326173836,4.668891623388235,11.834759448844473,1200.0,90.0
axisymmetric-directivity,modal-compact2,source_cv_recommended_juan_only,False,6,80_90,3.364284391144359,5.136223761526828,11.834759448844473,1200.0,90.0
axisymmetric-directivity,modal-compact2,source_cv_recommended_juan_only,False,6,90,0.9332307842617898,4.301750103827484,11.834759448844473,1200.0,90.0
axisymmetric-directivity,modal-full2,source_cv_recommended_juan_only,False,6,0_60,0.892690934963271,1.2399068654968952,2.873511407907955,654.3046395991546,60.0
