case,source_model,source_profile,rear_phase,mode_count,basis_kind,side_gap_mm,rear_basket_mode_count,half_depth_mm,radii_mm,front_depth_mm,rear_depth_mm,front_radii_mm,rear_radii_mm,angle_group,signed_mean_db,rms_db,max_abs_db,max_abs_freq_hz,max_abs_angle_deg,fit_front_norm_rms_db_300_1200,fit_rear_norm_rms_db_300_1200,fit_side_worst_norm_rms_db_300_1200,fit_front_abs_rms_db_300_1200,fit_rear_abs_rms_db_300_1200,fit_side_worst_abs_rms_db_300_1200,fit_front_phase_rms_deg_300_1200,fit_rear_phase_rms_deg_300_1200,fit_side_worst_phase_rms_deg_300_1200,design_cond_max,effective_cond_max,source_count,basis_count
physical-diaphragm-compact-coupled-dipole-az24-q3-reg3e-06,active-surface-modal,h1659-acoustic-compact,dipole,4,physical-diaphragm,0.0,0,,,,,,,90,0.18352737286126125,0.2054349580109374,0.38453683133565875,1200.0,90.0,3.3541476388611473,4.306781816416825,4.306781816416825,3.1877500586482426,4.1028123353858055,4.1028123353858055,65.7444074368916,24.417493241663408,65.7444074368916,33111.576545466814,33111.576545466814,4,4
physical-diaphragm-full-coupled-measured-m2-az16-q3-reg1e-06,active-surface-modal,h1659-acoustic-full,measured,2,physical-diaphragm,0.0,0,,,,,,,0_60,0.026369929560971193,0.04265923946123611,0.1526491996771142,1200.0,60.0,3.2173403665504545,6.615398905288714,6.615398905288714,3.223057923328515,7.606632626476626,7.606632626476626,66.02554795736722,91.80535213780502,91.80535213780502,131.86956205475852,131.86956205475852,2,2
physical-diaphragm-full-coupled-measured-m2-az16-q3-reg1e-06,active-surface-modal,h1659-acoustic-full,measured,2,physical-diaphragm,0.0,0,,,,,,,70_90,0.11739176928341918,0.13556421777084193,0.2643471311140715,1200.0,90.0,3.2173403665504545,6.615398905288714,6.615398905288714,3.223057923328515,7.606632626476626,7.606632626476626,66.02554795736722,91.80535213780502,91.80535213780502,131.86956205475852,131.86956205475852,2,2
physical-diaphragm-full-coupled-measured-m2-az16-q3-reg1e-06,active-surface-modal,h1659-acoustic-full,measured,2,physical-diaphragm,0.0,0,,,,,,,80_90,0.12602590946234274,0.14300044721616492,0.2643471311140715,1200.0,90.0,3.2173403665504545,6.615398905288714,6.615398905288714,3.223057923328515,7.606632626476626,7.606632626476626,66.02554795736722,91.80535213780502,91.80535213780502,131.86956205475852,131.86956205475852,2,2
physical-diaphragm-full-coupled-measured-m2-az16-q3-reg1e-06,active-surface-modal,h1659-acoustic-full,measured,2,physical-diaphragm,0.0,0,,,,,,,90,0.1373990492498778,0.15126180124043828,0.2643471311140715,1200.0,90.0,3.2173403665504545,6.615398905288714,6.615398905288714,3.223057923328515,7.606632626476626,7.606632626476626,66.02554795736722,91.80535213780502,91.80535213780502,131.86956205475852,131.86956205475852,2,2
physical-diaphragm-full-coupled-dipole-m2-az16-q3-reg1e-06,active-surface-modal,h1659-acoustic-full,dipole,2,physical-diaphragm,0.0,0,,,,,,,0_60,0.06276156566580635,0.11061451316237228,0.4207215947609768,1200.0,50.0,5.73192301291528,4.7635257290080615,5.73192301291528,4.785804968677485,4.806466386384975,4.806466386384975,70.94840740048916,31.860989296072745,70.94840740048916,131.86956205475852,131.86956205475852,2,2
physical-diaphragm-full-coupled-dipole-m2-az16-q3-reg1e-06,active-surface-modal,h1659-acoustic-full,dipole,2,physical-diaphragm,0.0,0,,,,,,,70_90,0.16138018110370134,0.18672141849395812,0.37833956600128005,1200.0,70.0,5.73192301291528,4.7635257290080615,5.73192301291528,4.785804968677485,4.806466386384975,4.806466386384975,70.94840740048916,31.860989296072745,70.94840740048916,131.86956205475852,131.86956205475852,2,2
physical-diaphragm-full-coupled-dipole-m2-az16-q3-reg1e-06,active-surface-modal,h1659-acoustic-full,dipole,2,physical-diaphragm,0.0,0,,,,,,,80_90,0.1638438674569271,0.18552855737538823,0.3552267966554439,1200.0,80.0,5.73192301291528,4.7635257290080615,5.73192301291528,4.785804968677485,4.806466386384975,4.806466386384975,70.94840740048916,31.860989296072745,70.94840740048916,131.86956205475852,131.86956205475852,2,2
physical-diaphragm-full-coupled-dipole-m2-az16-q3-reg1e-06,active-surface-modal,h1659-acoustic-full,dipole,2,physical-diaphragm,0.0,0,,,,,,,90,0.1696623361033137,0.18772026904273753,0.3491942323635726,1200.0,90.0,5.73192301291528,4.7635257290080615,5.73192301291528,4.785804968677485,4.806466386384975,4.806466386384975,70.94840740048916,31.860989296072745,70.94840740048916,131.86956205475852,131.86956205475852,2,2
physical-diaphragm-full-coupled-measured-m3-az16-q3-reg1e-06,active-surface-modal,h1659-acoustic-full,measured,3,physical-diaphragm,0.0,0,,,,,,,0_60,-0.014859269959412174,0.08330679239652036,0.8014388234970724,1165.838329384327,60.0,3.7577203106813264,2.921637361932548,3.7577203106813264,3.4961420763204223,5.261761932633841,5.261761932633841,56.94547727214336,69.51823586406968,69.51823586406968,1876.2368992349743,1876.2368992349743,3,3
physical-diaphragm-full-coupled-measured-m3-az16-q3-reg1e-06,active-surface-modal,h1659-acoustic-full,measured,3,physical-diaphragm,0.0,0,,,,,,,70_90,0.11850282981073301,0.3167796144304068,1.8345984246675897,1009.0756983044574,70.0,3.7577203106813264,2.921637361932548,3.7577203106813264,3.4961420763204223,5.261761932633841,5.261761932633841,56.94547727214336,69.51823586406968,69.51823586406968,1876.2368992349743,1876.2368992349743,3,3
physical-diaphragm-full-coupled-measured-m3-az16-q3-reg1e-06,active-surface-modal,h1659-acoustic-full,measured,3,physical-diaphragm,0.0,0,,,,,,,80_90,0.1477054237643178,0.23248579454266874,0.4107965387251582,848.5281374238571,80.0,3.7577203106813264,2.921637361932548,3.7577203106813264,3.4961420763204223,5.261761932633841,5.261761932633841,56.94547727214336,69.51823586406968,69.51823586406968,1876.2368992349743,1876.2368992349743,3,3
physical-diaphragm-full-coupled-measured-m3-az16-q3-reg1e-06,active-surface-modal,h1659-acoustic-full,measured,3,physical-diaphragm,0.0,0,,,,,,,90,0.1699639158295949,0.21015803038981207,0.32554386427605664,1200.0,90.0,3.7577203106813264,2.921637361932548,3.7577203106813264,3.4961420763204223,5.261761932633841,5.261761932633841,56.94547727214336,69.51823586406968,69.51823586406968,1876.2368992349743,1876.2368992349743,3,3
physical-diaphragm-full-coupled-dipole-m3-az16-q3-reg1e-06,active-surface-modal,h1659-acoustic-full,dipole,3,physical-diaphragm,0.0,0,,,,,,,0_60,0.011916757601536194,0.020099099899816997,0.08475907174192798,1200.0,60.0,7.050034270433703,7.419181860082669,7.419181860082669,7.104250828911994,7.232021152210847,7.232021152210847,55.56644468002945,34.43480399755765,55.56644468002945,1876.2368992349743,1876.2368992349743,3,3
physical-diaphragm-full-coupled-dipole-m3-az16-q3-reg1e-06,active-surface-modal,h1659-acoustic-full,dipole,3,physical-diaphragm,0.0,0,,,,,,,70_90,0.0912375630326221,0.12455088342959224,0.41814725211860804,1165.838329384327,90.0,7.050034270433703,7.419181860082669,7.419181860082669,7.104250828911994,7.232021152210847,7.232021152210847,55.56644468002945,34.43480399755765,55.56644468002945,1876.2368992349743,1876.2368992349743,3,3
physical-diaphragm-full-coupled-dipole-m3-az16-q3-reg1e-06,active-surface-modal,h1659-acoustic-full,dipole,3,physical-diaphragm,0.0,0,,,,,,,80_90,0.11573871187273478,0.14818348746030235,0.41814725211860804,1165.838329384327,90.0,7.050034270433703,7.419181860082669,7.419181860082669,7.104250828911994,7.232021152210847,7.232021152210847,55.56644468002945,34.43480399755765,55.56644468002945,1876.2368992349743,1876.2368992349743,3,3
physical-diaphragm-full-coupled-dipole-m3-az16-q3-reg1e-06,active-surface-modal,h1659-acoustic-full,dipole,3,physical-diaphragm,0.0,0,,,,,,,90,0.1731897716477086,0.19838936269030025,0.41814725211860804,1165.838329384327,90.0,7.050034270433703,7.419181860082669,7.419181860082669,7.104250828911994,7.232021152210847,7.232021152210847,55.56644468002945,34.43480399755765,55.56644468002945,1876.2368992349743,1876.2368992349743,3,3
