frequency_hz,angle_deg,max_pairwise_abs_db,low_case,high_case,eligible_reference_count
476.2203155904598,30.0,0.5195506426446954,modal-full2,modal-full4-svd,6
476.2203155904598,40.0,0.8944841440124449,modal-full2,profile-ring-full-svd,6
476.2203155904598,50.0,1.36351012138892,modal-full2,profile-ring-full-svd,6
476.2203155904598,60.0,1.9330191238648595,modal-full2,profile-ring-full-svd,6
476.2203155904598,70.0,2.6526324996588926,modal-full2,profile-ring-full-svd,6
476.2203155904598,80.0,3.0003316868412995,modal-compact2,profile-ring-full-svd,6
476.2203155904598,90.0,23.400628962618818,profile-ring-full-svd,modal-full2,6
490.17463597233,0.0,0.0,modal-compact2,modal-compact2,6
490.17463597233,10.0,0.06300125674826518,modal-full2,modal-full4-svd,6
490.17463597233,20.0,0.24835058284159572,modal-full2,modal-full4-svd,6
490.17463597233,30.0,0.5453593269462615,modal-full2,modal-full4-svd,6
490.17463597233,40.0,0.9375939424753383,modal-full2,modal-full4-svd,6
490.17463597233,50.0,1.406870400111373,modal-full2,modal-full4-svd,6
490.17463597233,60.0,1.984060812047062,modal-full2,profile-ring-full-svd,6
490.17463597233,70.0,2.6905600819277,modal-full2,profile-ring-full-svd,6
490.17463597233,80.0,2.915947528211447,modal-compact2,profile-ring-full-svd,6
490.17463597233,90.0,23.20691068216594,profile-ring-full-svd,modal-full2,6
504.5378491522287,0.0,0.0,modal-compact2,modal-compact2,6
504.5378491522287,10.0,0.06601767531483915,modal-full2,modal-full4-svd,6
504.5378491522287,20.0,0.26024080045399955,modal-full2,modal-full4-svd,6
504.5378491522287,30.0,0.5714096024205304,modal-full2,modal-full4-svd,6
504.5378491522287,40.0,0.9819478676944726,modal-full2,modal-full4-svd,6
504.5378491522287,50.0,1.4714840751697622,modal-full2,modal-full4-svd,6
504.5378491522287,60.0,2.0347739576361477,modal-full2,profile-ring-full-svd,6
504.5378491522287,70.0,2.731047199771446,modal-full2,profile-ring-full-svd,6
504.5378491522287,80.0,2.847008924954835,modal-compact2,profile-ring-full-svd,6
504.5378491522287,90.0,23.02007884925049,profile-ring-full-svd,modal-full2,6
519.3219366036858,0.0,0.0,modal-compact2,modal-compact2,6
519.3219366036858,10.0,0.0690341677598667,modal-full2,modal-full4-svd,6
519.3219366036858,20.0,0.27214693425960235,modal-full2,modal-full4-svd,6
519.3219366036858,30.0,0.5975565907294609,modal-full2,modal-full4-svd,6
519.3219366036858,40.0,1.0266340055229435,modal-full2,modal-full4-svd,6
519.3219366036858,50.0,1.5369685332795697,modal-full2,modal-full4-svd,6
519.3219366036858,60.0,2.1089347978241335,modal-full2,modal-full4-svd,6
519.3219366036858,70.0,2.774996477461791,modal-full2,profile-ring-full-svd,6
519.3219366036858,80.0,2.7936272074316406,modal-compact2,profile-ring-full-svd,6
519.3219366036858,90.0,22.86195751885927,profile-ring-full-svd,modal-full2,6
534.5392308842036,0.0,0.0,modal-compact2,modal-compact2,6
534.5392308842036,10.0,0.07203648795496065,modal-full2,modal-full4-svd,6
534.5392308842036,20.0,0.28401539313344415,modal-full2,modal-full4-svd,6
534.5392308842036,30.0,0.6236916931033676,modal-full2,modal-full4-svd,6
534.5392308842036,40.0,1.0714866447826168,modal-full2,modal-full4-svd,6
534.5392308842036,50.0,1.6031134136210952,modal-full2,modal-full4-svd,6
534.5392308842036,60.0,2.1948441626550803,modal-full2,modal-full4-svd,6
534.5392308842036,70.0,2.823675084103442,modal-full2,profile-ring-full-svd,6
534.5392308842036,80.0,2.756144509363139,modal-compact2,profile-ring-full-svd,6
534.5392308842036,90.0,22.751798298601067,profile-ring-full-svd,modal-full2,6
550.2024259228027,0.0,0.0,modal-compact2,modal-compact2,6
550.2024259228027,10.0,0.07501980976832101,modal-full2,modal-full4-svd,6
550.2024259228027,20.0,0.29582853820238597,modal-full2,modal-full4-svd,6
550.2024259228027,30.0,0.649780563700979,modal-full2,modal-full4-svd,6
550.2024259228027,40.0,1.1164546204036867,modal-full2,modal-full4-svd,6
550.2024259228027,50.0,1.6698478384510196,modal-full2,modal-full4-svd,6
550.2024259228027,60.0,2.282408466191775,modal-full2,modal-full4-svd,6
550.2024259228027,70.0,2.892238816898029,modal-full2,modal-full4-svd,6
550.2024259228027,80.0,2.7349270526536316,modal-compact2,profile-ring-full-svd,6
550.2024259228027,90.0,22.707075036324852,profile-ring-full-svd,modal-full2,6
566.324587609016,0.0,0.0,modal-compact2,modal-compact2,6
566.324587609016,10.0,0.07799154305376987,modal-full2,modal-full4-svd,6
566.324587609016,20.0,0.3076150186321769,modal-full2,modal-full4-svd,6
566.324587609016,30.0,0.6758831328940857,modal-full2,modal-full4-svd,6
566.324587609016,40.0,1.1616296102923798,modal-full2,modal-full4-svd,6
566.324587609016,50.0,1.7372712736685898,modal-full2,modal-full4-svd,6
566.324587609016,60.0,2.371640260509956,modal-full2,modal-full4-svd,6
566.324587609016,70.0,2.9916933798499983,modal-full2,modal-full4-svd,6
566.324587609016,80.0,2.730106649091425,modal-compact2,profile-ring-full-svd,6
566.324587609016,90.0,22.742989405905092,profile-ring-full-svd,modal-full2,6
582.9191646921635,0.0,0.0,modal-compact2,modal-compact2,6
582.9191646921635,10.0,0.08097203771083628,modal-full2,modal-full4-svd,6
582.9191646921635,20.0,0.3194519286813602,modal-full2,modal-full4-svd,6
582.9191646921635,30.0,0.7021562068922265,modal-full2,modal-full4-svd,6
582.9191646921635,40.0,1.2072458030148638,modal-full2,modal-full4-svd,6
582.9191646921635,50.0,1.8056442361022604,modal-full2,modal-full4-svd,6
582.9191646921635,60.0,2.462657403672466,modal-full2,modal-full4-svd,6
582.9191646921635,70.0,3.0944530745027023,modal-full2,modal-full4-svd,6
582.9191646921635,80.0,2.7412875843146054,modal-compact2,profile-ring-full-svd,6
582.9191646921635,90.0,22.872410187817366,profile-ring-full-svd,modal-full2,6
600.0,0.0,0.0,modal-compact2,modal-compact2,6
600.0,10.0,0.08399443539613571,modal-full2,modal-full4-svd,6
600.0,20.0,0.3314637453915026,modal-full2,modal-full4-svd,6
600.0,30.0,0.728849464102268,modal-full2,modal-full4-svd,6
600.0,40.0,1.2536691899883934,modal-full2,modal-full4-svd,6
600.0,50.0,1.8753650660178351,modal-full2,modal-full4-svd,6
600.0,60.0,2.5556382317597013,modal-full2,modal-full4-svd,6
600.0,70.0,3.199720688872574,modal-full2,modal-full4-svd,6
600.0,80.0,2.767290419349102,modal-compact2,profile-ring-full-svd,6
600.0,90.0,23.10731457252978,profile-ring-full-svd,modal-full2,6
617.5813419860953,0.0,0.0,modal-compact2,modal-compact2,6
617.5813419860953,10.0,0.08709987357025284,modal-full2,modal-full4-svd,6
617.5813419860953,20.0,0.34380358686723866,modal-full2,modal-full4-svd,6
617.5813419860953,30.0,0.756265007620712,modal-full2,modal-full4-svd,6
617.5813419860953,40.0,1.3013302496210386,modal-full2,modal-full4-svd,6
617.5813419860953,50.0,1.9468751934373714,modal-full2,modal-full4-svd,6
617.5813419860953,60.0,2.650708008477352,modal-full2,modal-full4-svd,6
617.5813419860953,70.0,3.3063512387530665,modal-full2,modal-full4-svd,6
617.5813419860953,80.0,2.8060803777586614,modal-compact2,profile-ring-full-svd,6
617.5813419860953,90.0,23.457090510539054,profile-ring-full-svd,modal-full2,6
635.6778566155772,0.0,0.0,modal-compact2,modal-compact2,6
635.6778566155772,10.0,0.09033403283912378,modal-full2,modal-full4-svd,6
635.6778566155772,20.0,0.3566398812436802,modal-full2,modal-full4-svd,6
635.6778566155772,30.0,0.7847291869747295,modal-full2,modal-full4-svd,6
635.6778566155772,40.0,1.3506785501958944,modal-full2,modal-full4-svd,6
635.6778566155772,50.0,2.020598736139867,modal-full2,modal-full4-svd,6
635.6778566155772,60.0,2.747875975394365,modal-full2,modal-full4-svd,6
635.6778566155772,70.0,3.412830285372543,modal-full2,modal-full4-svd,6
635.6778566155772,80.0,2.854952657569811,modal-compact2,profile-ring-full,6
635.6778566155772,90.0,23.927743488164133,profile-ring-full-svd,modal-full2,6
654.3046395991546,0.0,0.0,modal-compact2,modal-compact2,6
654.3046395991546,10.0,0.09374099555785165,modal-full2,modal-full4-svd,6
654.3046395991546,20.0,0.37013299470228844,modal-full2,modal-full4-svd,6
654.3046395991546,30.0,0.8145444983634746,modal-full2,modal-full4-svd,6
654.3046395991546,40.0,1.4021087225398574,modal-full2,modal-full4-svd,6
654.3046395991546,50.0,2.0968522017058078,modal-full2,modal-full4-svd,6
654.3046395991546,60.0,2.8469621223912327,modal-full2,modal-full4-svd,6
654.3046395991546,70.0,3.517324188295376,modal-full2,modal-full4-svd,6
654.3046395991546,80.0,2.9111102051296527,modal-compact2,profile-ring-full,6
654.3046395991546,90.0,24.515502264564645,profile-ring-full-svd,modal-full2,6
673.4772289856238,0.0,0.0,modal-compact2,modal-compact2,6
673.4772289856238,10.0,0.09736008515304206,modal-full2,modal-full4-svd,6
673.4772289856238,20.0,0.3844237069509262,modal-full2,modal-full4-svd,6
673.4772289856238,30.0,0.8459679230315658,modal-full2,modal-full4-svd,6
673.4772289856238,40.0,1.4559331565361262,modal-full2,modal-full4-svd,6
673.4772289856238,50.0,2.1758276177754112,modal-full2,modal-full4-svd,6
673.4772289856238,60.0,2.947634552309516,modal-full2,modal-full4-svd,6
673.4772289856238,70.0,3.617910882655387,modal-full2,modal-full4-svd,6
673.4772289856238,80.0,2.9723694090985333,modal-compact2,profile-ring-full,6
673.4772289856238,90.0,25.194317322426265,profile-ring-full-svd,modal-full2,6
693.2116181233638,0.0,0.0,modal-compact2,modal-compact2,6
693.2116181233638,10.0,0.10122366384638326,modal-full2,modal-full4-svd,6
693.2116181233638,20.0,0.39962555181064374,modal-full2,modal-full4-svd,6
693.2116181233638,30.0,0.879198098053422,modal-full2,modal-full4-svd,6
693.2116181233638,40.0,1.5123708153135453,modal-full2,modal-full4-svd,6
693.2116181233638,50.0,2.25760199542718,modal-full2,modal-full4-svd,6
693.2116181233638,60.0,3.049488331792503,modal-full2,modal-full4-svd,6
693.2116181233638,70.0,3.7128825212292327,modal-full2,modal-full4-svd,6
693.2116181233638,80.0,3.038187418666098,modal-compact2,profile-ring-full,6
693.2116181233638,90.0,25.892077877193344,profile-ring-full,modal-full2,6
713.5242690016327,0.0,0.0,modal-compact2,modal-compact2,6
713.5242690016327,10.0,0.10535744316700857,modal-full2,modal-full4-svd,6
713.5242690016327,20.0,0.4158273190910222,modal-full2,modal-full4-svd,6
713.5242690016327,30.0,0.9143857749152602,modal-full2,modal-full4-svd,6
713.5242690016327,40.0,1.5715786483764376,modal-full2,modal-full4-svd,6
713.5242690016327,50.0,2.3422164755983204,modal-full2,modal-full4-svd,6
713.5242690016327,60.0,3.1522327443195053,modal-full2,modal-full4-svd,6
713.5242690016327,70.0,3.857854165926298,modal-full2,profile-ring-full,6
713.5242690016327,80.0,3.110300542860564,modal-compact2,profile-ring-full,6
713.5242690016327,90.0,26.457653589070162,profile-ring-full,modal-full2,6
734.4321259827932,0.0,0.0,modal-compact2,modal-compact2,6
734.4321259827932,10.0,0.10978213302041695,modal-full2,modal-full4-svd,6
734.4321259827932,20.0,0.43310083432655233,modal-full2,modal-full4-svd,6
734.4321259827932,30.0,0.9516557262960674,modal-full2,modal-full4-svd,6
734.4321259827932,40.0,1.633701811634353,modal-full2,modal-full4-svd,6
734.4321259827932,50.0,2.4352964293747164,modal-full2,profile-ring-full,6
734.4321259827932,60.0,3.3047707603664875,modal-full2,profile-ring-full,6
734.4321259827932,70.0,4.038158990481435,modal-full2,profile-ring-full,6
734.4321259827932,80.0,3.192292035615097,modal-compact2,profile-ring-full,6
734.4321259827932,90.0,26.654627997485264,profile-ring-full,modal-full2,6
755.9526299369239,0.0,0.0,modal-compact2,modal-compact2,6
755.9526299369239,10.0,0.1146030501281956,modal-full2,profile-ring-full,6
755.9526299369239,20.0,0.4535366880022593,modal-full2,profile-ring-full,6
755.9526299369239,30.0,1.0013108753544486,modal-full2,profile-ring-full,6
755.9526299369239,40.0,1.7292178030893552,modal-full2,profile-ring-full,6
755.9526299369239,50.0,2.5898683964745004,modal-full2,profile-ring-full,6
755.9526299369239,60.0,3.500175099423501,modal-full2,profile-ring-full,6
755.9526299369239,70.0,4.2346692143202205,modal-full2,profile-ring-full,6
755.9526299369239,80.0,3.286867739589539,modal-compact2,profile-ring-full,6
755.9526299369239,90.0,26.268059582266076,profile-ring-full,modal-full2,6
778.1037327906058,0.0,0.0,modal-compact2,modal-compact2,6
778.1037327906058,10.0,0.12104071642228575,modal-full2,profile-ring-full,6
778.1037327906058,20.0,0.4796430602151389,modal-full2,profile-ring-full,6
778.1037327906058,30.0,1.0606070200193898,modal-full2,profile-ring-full,6
778.1037327906058,40.0,1.8336307803474057,modal-full2,profile-ring-full,6
778.1037327906058,50.0,2.7456516985044246,modal-full2,profile-ring-full,6
778.1037327906058,60.0,3.699930780432986,modal-full2,profile-ring-full,6
778.1037327906058,70.0,4.437054223432668,modal-full2,profile-ring-full,6
778.1037327906058,80.0,3.3889750537610297,modal-compact2,profile-ring-full,6
778.1037327906058,90.0,25.283464176509142,profile-ring-full,modal-full2,6
800.9039125020206,0.0,0.0,modal-compact2,modal-compact2,6
800.9039125020206,10.0,0.12506106945571105,modal-full2,modal-full4-svd,6
800.9039125020206,20.0,0.49561719464705334,modal-full2,profile-ring-full,6
800.9039125020206,30.0,1.1014353409381386,modal-full2,profile-ring-full,6
800.9039125020206,40.0,1.91332140280457,modal-full2,profile-ring-full,6
800.9039125020206,50.0,2.873978912881867,modal-full2,profile-ring-full,6
800.9039125020206,60.0,3.872477175949413,modal-full2,profile-ring-full,6
800.9039125020206,70.0,4.614075716120496,modal-full2,profile-ring-full,6
800.9039125020206,80.0,3.472515710245453,modal-compact2,profile-ring-full,6
800.9039125020206,90.0,23.906504737242862,profile-ring-full,modal-full2,6
824.3721884748535,0.0,0.0,modal-compact2,modal-compact2,6
824.3721884748535,10.0,0.1309620025272693,modal-full2,modal-full4-svd,6
824.3721884748535,20.0,0.515126013608679,modal-full2,modal-full4-svd,6
824.3721884748535,30.0,1.1263540104234124,modal-full2,modal-full4-svd,6
824.3721884748535,40.0,1.9213000916568888,modal-full2,profile-ring-full,6
824.3721884748535,50.0,2.9158065717538477,modal-full2,profile-ring-full,6
