artifact_id,state,variant,part,print_orientation,group,sites,magnet_count,last_completely_open_layer_z_mm,cavity_bury_roof_start_plane_z_mm,first_closing_layer_z_mm,pause_marker_z_mm,minimum_seated_below_last_open_layer_mm,minimum_seated_below_first_closing_layer_mm,print_insertion_direction_xyz,insertion_instruction,stl,stl_sha256,gcode,gcode_sha256,audited_bambu_3mf,audited_bambu_3mf_sha256,ready_project,ready_project_output_fingerprint,discovery_gcode,discovery_gcode_sha256,discovery_bambu_3mf,discovery_bambu_3mf_sha256,bambu_arrange_rz_degrees,polarity
shared:Obiwan-TEBM35C10-4-BMR-crescent:obiwan_bmr_crescent_TEBM35C10-4,shared,Obiwan-TEBM35C10-4-BMR-crescent,obiwan_bmr_crescent_TEBM35C10-4,front_face_down,1,tebm_front_left_base; tebm_front_right_base,2,5.8,5.80,5.96,5.96,0.09999990000004733,0.25999990000004747,"[0.0,0.0,-1.0]",insert vertically downward from above the paused part (+Z side) through the open loading chimney along print -Z,/Users/antor/gh/lx/top_baffle_v2/build/bmr_crescent_TEBM35C10-4/obiwan_bmr_crescent_TEBM35C10-4.stl,34bd8aaef0b6b915b19fafcf2133bef519b4973bcce6a7941c7ad866e682be51,/Users/antor/gh/lx/top_baffle_v2/build/bmr_crescent_TEBM35C10-4/slice_audit_coaxial/slices/shared_Obiwan-TEBM35C10-4-BMR-crescent_obiwan_bmr_crescent_TEBM35C10-4/ready/plate_1.gcode,5b1fe4dbd679361b39b8d3b02758344a3129c2e9d8b3a0650f6558f981e2b1af,/Users/antor/gh/lx/top_baffle_v2/build/bmr_crescent_TEBM35C10-4/slice_audit_coaxial/slices/shared_Obiwan-TEBM35C10-4-BMR-crescent_obiwan_bmr_crescent_TEBM35C10-4/ready/ready_to_print.gcode.3mf,4c7c79f1ca0fea3144a392af30bc118c53c08d618003e7441e6549d137462a8e,True,49cc1bc490abb84e13072bd45644db983928ae440f422153e1acf583cee3b71c,/Users/antor/gh/lx/top_baffle_v2/build/bmr_crescent_TEBM35C10-4/slice_audit_coaxial/slices/shared_Obiwan-TEBM35C10-4-BMR-crescent_obiwan_bmr_crescent_TEBM35C10-4/plate_1.gcode,ac5ba61a9560659c09317572816729f69671ad976dbca43c85fcbf8381c32906,/Users/antor/gh/lx/top_baffle_v2/build/bmr_crescent_TEBM35C10-4/slice_audit_coaxial/slices/shared_Obiwan-TEBM35C10-4-BMR-crescent_obiwan_bmr_crescent_TEBM35C10-4/audited_slice_project.3mf,58299740b9fbc25f9c5b839ac3f2de1a04c142a968721013af98480bfc58ee3c,0.0,"[{""site"":""tebm_front_left_base"",""print_marked_pole_axis_xyz"":[-1.0,0.0,0.0],""installed_marked_pole_axis_xyz"":[-1.0,0.0,0.0],""instruction"":""marked/N pole points OUT from the pod along installed_marked_pole_axis_xyz; verify the future mating piece uses the opposite interface-facing pole before burial""},{""site"":""tebm_front_right_base"",""print_marked_pole_axis_xyz"":[1.0,0.0,0.0],""installed_marked_pole_axis_xyz"":[1.0,0.0,0.0],""instruction"":""marked/N pole points OUT from the pod along installed_marked_pole_axis_xyz; verify the future mating piece uses the opposite interface-facing pole before burial""}]"
