artifact_id,state,variant,part,print_orientation,group,sites,magnet_count,last_completely_open_layer_z_mm,cavity_bury_roof_start_plane_z_mm,first_closing_layer_z_mm,pause_marker_z_mm,minimum_seated_below_last_open_layer_mm,minimum_seated_below_first_closing_layer_mm,print_insertion_direction_xyz,insertion_instruction,stl,stl_sha256,gcode,gcode_sha256,audited_bambu_3mf,audited_bambu_3mf_sha256,ready_project,ready_project_output_fingerprint,discovery_gcode,discovery_gcode_sha256,discovery_bambu_3mf,discovery_bambu_3mf_sha256,bambu_arrange_rz_degrees,polarity
shared:Obiwan-TEBM35C10-4-BMR-crescent-opposed:obiwan_bmr_crescent_opposed_TEBM35C10-4,shared,Obiwan-TEBM35C10-4-BMR-crescent-opposed,obiwan_bmr_crescent_opposed_TEBM35C10-4,front_face_down,1,tebm_lower_left_base; tebm_lower_right_base; tebm_upper_left_base; tebm_upper_right_base,4,5.8,5.80,5.96,5.96,0.09999990000005088,0.259999900000051,"[0.0,0.0,-1.0]",insert vertically downward from above the paused part (+Z side) through the open loading chimney along print -Z,/Users/antor/gh/lx/top_baffle_v2/build/bmr_crescent_TEBM35C10-4/obiwan_bmr_crescent_opposed_TEBM35C10-4.stl,617bafd03e36d0db1e2f905303b45b3f16615ea16e075ddcb8dc4d40aed5ae65,/Users/antor/gh/lx/top_baffle_v2/build/bmr_crescent_TEBM35C10-4/slice_audit_opposed/slices/shared_Obiwan-TEBM35C10-4-BMR-crescent-opposed_obiwan_bmr_crescent_opposed_TEBM35C10-4/ready/plate_1.gcode,de7a72569dff3eb075537b7ef4626e89ddbe8d2cca5c5246d03b337b628ceb7e,/Users/antor/gh/lx/top_baffle_v2/build/bmr_crescent_TEBM35C10-4/slice_audit_opposed/slices/shared_Obiwan-TEBM35C10-4-BMR-crescent-opposed_obiwan_bmr_crescent_opposed_TEBM35C10-4/ready/ready_to_print.gcode.3mf,201d4035999f7ab16d86aea81c63c78f10bc7b85df5bf848f0a020273c4ebabc,True,551cd0d9d6a8504d021c5bbbd03f198f67eb579ccb198ca5e8565df4f8ccf119,/Users/antor/gh/lx/top_baffle_v2/build/bmr_crescent_TEBM35C10-4/slice_audit_opposed/slices/shared_Obiwan-TEBM35C10-4-BMR-crescent-opposed_obiwan_bmr_crescent_opposed_TEBM35C10-4/plate_1.gcode,9ab074fcb25a66b1dd3c88ed161e1ac0ac81c20c379c40e6fc7c0cc887713f9e,/Users/antor/gh/lx/top_baffle_v2/build/bmr_crescent_TEBM35C10-4/slice_audit_opposed/slices/shared_Obiwan-TEBM35C10-4-BMR-crescent-opposed_obiwan_bmr_crescent_opposed_TEBM35C10-4/audited_slice_project.3mf,4acbae628ae45d3167b9146c2ead9b64fa874f1c83852802f588b8f88fba7a38,0.0,"[{""site"":""tebm_lower_left_base"",""print_marked_pole_axis_xyz"":[-1.0,0.0,0.0],""installed_marked_pole_axis_xyz"":[-1.0,0.0,0.0],""instruction"":""marked/N pole points OUT from the pod along installed_marked_pole_axis_xyz; verify the future mating piece uses the opposite interface-facing pole before burial""},{""site"":""tebm_lower_right_base"",""print_marked_pole_axis_xyz"":[1.0,0.0,0.0],""installed_marked_pole_axis_xyz"":[1.0,0.0,0.0],""instruction"":""marked/N pole points OUT from the pod along installed_marked_pole_axis_xyz; verify the future mating piece uses the opposite interface-facing pole before burial""},{""site"":""tebm_upper_left_base"",""print_marked_pole_axis_xyz"":[-1.0,0.0,0.0],""installed_marked_pole_axis_xyz"":[-1.0,0.0,0.0],""instruction"":""marked/N pole points OUT from the pod along installed_marked_pole_axis_xyz; verify the future mating piece uses the opposite interface-facing pole before burial""},{""site"":""tebm_upper_right_base"",""print_marked_pole_axis_xyz"":[1.0,0.0,0.0],""installed_marked_pole_axis_xyz"":[1.0,0.0,0.0],""instruction"":""marked/N pole points OUT from the pod along installed_marked_pole_axis_xyz; verify the future mating piece uses the opposite interface-facing pole before burial""}]"
