candidate,angle_group,source_model,source_point_profile,acoustic_center_offset_mm,half_depth_mm,ring_radii_mm,front_depth_mm,rear_depth_mm,front_ring_radii_mm,rear_ring_radii_mm,source_count,source_svd_rcond,source_regularization,source_fit_rms_db_300_1200,source_fit_front_rms_db_300_1200,source_fit_rear_rms_db_300_1200,mesh_panels,mesh_area_m2,freqs_hz,angle_min_deg,angle_max_deg,target_norm_mean_db,sim_norm_mean_db,signed_mean_error_db,rms_error_db,max_abs_error_db,max_abs_error_freq_hz,max_abs_error_angle_deg
d45_r0-25-50-75-95_svd1e-5_ac-20mm,90,split-discrete,symmetric_depth_rings,-20.0,45.0,0 25 50 75 95,45.0,45.0,0 25 50 75 95,0 25 50 75 95,18,1e-05,1e-06,2.4211161910026697,2.6664737957450253,2.1479117107729704,832,0.18508636079717677,300.293 304.321,90.0,90.0,-17.4167492732596,-9.73190641982739,7.684842853432212,7.685070800545673,7.74403345616242,304.321,90.0
d45_r0-25-50-75-95_svd1e-5_ac+0mm,0_60,split-discrete,symmetric_depth_rings,0.0,45.0,0 25 50 75 95,45.0,45.0,0 25 50 75 95,0 25 50 75 95,18,1e-05,1e-06,2.4092126657511534,2.365425354468772,2.452218226436596,832,0.18508636079717677,300.293 304.321,0.0,60.0,-2.69651179161757,-1.6990534137607107,0.9974583778568593,1.569769160669601,3.321911604108479,300.293,60.0
d45_r0-25-50-75-95_svd1e-5_ac+0mm,70_90,split-discrete,symmetric_depth_rings,0.0,45.0,0 25 50 75 95,45.0,45.0,0 25 50 75 95,0 25 50 75 95,18,1e-05,1e-06,2.4092126657511534,2.365425354468772,2.452218226436596,832,0.18508636079717677,300.293 304.321,70.0,90.0,-23.58416110268448,-14.401166945846178,9.182994156838303,14.22603852586011,20.21970845842941,300.293,75.0
d45_r0-25-50-75-95_svd1e-5_ac+0mm,80_90,split-discrete,symmetric_depth_rings,0.0,45.0,0 25 50 75 95,45.0,45.0,0 25 50 75 95,0 25 50 75 95,18,1e-05,1e-06,2.4092126657511534,2.365425354468772,2.452218226436596,832,0.18508636079717677,300.293 304.321,80.0,90.0,-17.4167492732596,-19.09827975189183,-1.6815304786322294,1.6815722611346366,1.6933845432650756,300.293,90.0
d45_r0-25-50-75-95_svd1e-5_ac+0mm,90,split-discrete,symmetric_depth_rings,0.0,45.0,0 25 50 75 95,45.0,45.0,0 25 50 75 95,0 25 50 75 95,18,1e-05,1e-06,2.4092126657511534,2.365425354468772,2.452218226436596,832,0.18508636079717677,300.293 304.321,90.0,90.0,-17.4167492732596,-19.09827975189183,-1.6815304786322294,1.6815722611346366,1.6933845432650756,300.293,90.0
d45_r0-25-50-75-95_svd1e-5_ac+20mm,0_60,split-discrete,symmetric_depth_rings,20.0,45.0,0 25 50 75 95,45.0,45.0,0 25 50 75 95,0 25 50 75 95,18,1e-05,1e-06,2.445910852894838,2.071091311289863,2.7704765981536723,832,0.18508636079717677,300.293 304.321,0.0,60.0,-2.69651179161757,-2.164675292954493,0.5318364986630769,1.2288444671199161,2.7026791245186246,300.293,60.0
d45_r0-25-50-75-95_svd1e-5_ac+20mm,70_90,split-discrete,symmetric_depth_rings,20.0,45.0,0 25 50 75 95,45.0,45.0,0 25 50 75 95,0 25 50 75 95,18,1e-05,1e-06,2.445910852894838,2.071091311289863,2.7704765981536723,832,0.18508636079717677,300.293 304.321,70.0,90.0,-23.58416110268448,-10.518162837277368,13.065998265407114,15.085583539238927,20.76232239830064,300.293,75.0
d45_r0-25-50-75-95_svd1e-5_ac+20mm,80_90,split-discrete,symmetric_depth_rings,20.0,45.0,0 25 50 75 95,45.0,45.0,0 25 50 75 95,0 25 50 75 95,18,1e-05,1e-06,2.445910852894838,2.071091311289863,2.7704765981536723,832,0.18508636079717677,300.293 304.321,80.0,90.0,-17.4167492732596,-11.890045040706834,5.526704232552767,5.526927925131793,5.57642963335514,300.293,90.0
d45_r0-25-50-75-95_svd1e-5_ac+20mm,90,split-discrete,symmetric_depth_rings,20.0,45.0,0 25 50 75 95,45.0,45.0,0 25 50 75 95,0 25 50 75 95,18,1e-05,1e-06,2.445910852894838,2.071091311289863,2.7704765981536723,832,0.18508636079717677,300.293 304.321,90.0,90.0,-17.4167492732596,-11.890045040706834,5.526704232552767,5.526927925131793,5.57642963335514,300.293,90.0
d45_r0-20-40-60-80-95_svd1e-5_ac-20mm,0_60,split-discrete,symmetric_depth_rings,-20.0,45.0,0 20 40 60 80 95,45.0,45.0,0 20 40 60 80 95,0 20 40 60 80 95,22,1e-05,1e-06,2.410953580823655,2.6588363999242355,2.134474955629778,832,0.18508636079717677,300.293 304.321,0.0,60.0,-2.69651179161757,0.49476595504248594,3.191277746660056,4.316200376268774,8.009454784906282,300.293,60.0
d45_r0-20-40-60-80-95_svd1e-5_ac-20mm,70_90,split-discrete,symmetric_depth_rings,-20.0,45.0,0 20 40 60 80 95,45.0,45.0,0 20 40 60 80 95,0 20 40 60 80 95,22,1e-05,1e-06,2.410953580823655,2.6588363999242355,2.134474955629778,832,0.18508636079717677,300.293 304.321,70.0,90.0,-23.58416110268448,-6.2347104183682855,17.349450684316196,19.499508046435754,26.400859284974224,300.293,75.0
d45_r0-20-40-60-80-95_svd1e-5_ac-20mm,80_90,split-discrete,symmetric_depth_rings,-20.0,45.0,0 20 40 60 80 95,45.0,45.0,0 20 40 60 80 95,0 20 40 60 80 95,22,1e-05,1e-06,2.410953580823655,2.6588363999242355,2.134474955629778,832,0.18508636079717677,300.293 304.321,80.0,90.0,-17.4167492732596,-8.967537932650295,8.449211340609306,8.449411186259292,8.50732430132173,304.321,90.0
d45_r0-20-40-60-80-95_svd1e-5_ac-20mm,90,split-discrete,symmetric_depth_rings,-20.0,45.0,0 20 40 60 80 95,45.0,45.0,0 20 40 60 80 95,0 20 40 60 80 95,22,1e-05,1e-06,2.410953580823655,2.6588363999242355,2.134474955629778,832,0.18508636079717677,300.293 304.321,90.0,90.0,-17.4167492732596,-8.967537932650295,8.449211340609306,8.449411186259292,8.50732430132173,304.321,90.0
d45_r0-20-40-60-80-95_svd1e-5_ac+0mm,0_60,split-discrete,symmetric_depth_rings,0.0,45.0,0 20 40 60 80 95,45.0,45.0,0 20 40 60 80 95,0 20 40 60 80 95,22,1e-05,1e-06,2.398016745815988,2.354828676953065,2.4404406423077116,832,0.18508636079717677,300.293 304.321,0.0,60.0,-2.69651179161757,-1.7316058784447272,0.9649059131728428,1.6094039021315965,3.448280082178883,300.293,60.0
d45_r0-20-40-60-80-95_svd1e-5_ac+0mm,70_90,split-discrete,symmetric_depth_rings,0.0,45.0,0 20 40 60 80 95,45.0,45.0,0 20 40 60 80 95,0 20 40 60 80 95,22,1e-05,1e-06,2.398016745815988,2.354828676953065,2.4404406423077116,832,0.18508636079717677,300.293 304.321,70.0,90.0,-23.58416110268448,-14.079502500293616,9.504658602390865,14.361644459048977,20.443543491501238,300.293,75.0
d45_r0-20-40-60-80-95_svd1e-5_ac+0mm,80_90,split-discrete,symmetric_depth_rings,0.0,45.0,0 20 40 60 80 95,45.0,45.0,0 20 40 60 80 95,0 20 40 60 80 95,22,1e-05,1e-06,2.398016745815988,2.354828676953065,2.4404406423077116,832,0.18508636079717677,300.293 304.321,80.0,90.0,-17.4167492732596,-18.677929977948473,-1.2611807046888721,1.2612029436026202,1.2686703690601178,300.293,90.0
d45_r0-20-40-60-80-95_svd1e-5_ac+0mm,90,split-discrete,symmetric_depth_rings,0.0,45.0,0 20 40 60 80 95,45.0,45.0,0 20 40 60 80 95,0 20 40 60 80 95,22,1e-05,1e-06,2.398016745815988,2.354828676953065,2.4404406423077116,832,0.18508636079717677,300.293 304.321,90.0,90.0,-17.4167492732596,-18.677929977948473,-1.2611807046888721,1.2612029436026202,1.2686703690601178,300.293,90.0
d45_r0-20-40-60-80-95_svd1e-5_ac+20mm,0_60,split-discrete,symmetric_depth_rings,20.0,45.0,0 20 40 60 80 95,45.0,45.0,0 20 40 60 80 95,0 20 40 60 80 95,22,1e-05,1e-06,2.435948780114554,2.059078692728083,2.7618631131604574,832,0.18508636079717677,300.293 304.321,0.0,60.0,-2.69651179161757,-2.3682058305407887,0.32830596107678145,1.163139996300128,2.5163506036641436,300.293,60.0
d45_r0-20-40-60-80-95_svd1e-5_ac+20mm,70_90,split-discrete,symmetric_depth_rings,20.0,45.0,0 20 40 60 80 95,45.0,45.0,0 20 40 60 80 95,0 20 40 60 80 95,22,1e-05,1e-06,2.435948780114554,2.059078692728083,2.7618631131604574,832,0.18508636079717677,300.293 304.321,70.0,90.0,-23.58416110268448,-10.18944743733495,13.394713665349531,15.192492142102823,20.73016646972828,300.293,75.0
d45_r0-20-40-60-80-95_svd1e-5_ac+20mm,80_90,split-discrete,symmetric_depth_rings,20.0,45.0,0 20 40 60 80 95,45.0,45.0,0 20 40 60 80 95,0 20 40 60 80 95,22,1e-05,1e-06,2.435948780114554,2.059078692728083,2.7618631131604574,832,0.18508636079717677,300.293 304.321,80.0,90.0,-17.4167492732596,-11.189779515202844,6.226969758056757,6.227427018828511,6.302434366198092,300.293,90.0
d45_r0-20-40-60-80-95_svd1e-5_ac+20mm,90,split-discrete,symmetric_depth_rings,20.0,45.0,0 20 40 60 80 95,45.0,45.0,0 20 40 60 80 95,0 20 40 60 80 95,22,1e-05,1e-06,2.435948780114554,2.059078692728083,2.7618631131604574,832,0.18508636079717677,300.293 304.321,90.0,90.0,-17.4167492732596,-11.189779515202844,6.226969758056757,6.227427018828511,6.302434366198092,300.293,90.0
d45_r0-35-70-95-110_svd1e-5_ac-20mm,0_60,split-discrete,symmetric_depth_rings,-20.0,45.0,0 35 70 95 110,45.0,45.0,0 35 70 95 110,0 35 70 95 110,18,1e-05,1e-06,2.3561833721433882,2.61583556918232,2.064123165252157,832,0.18508636079717677,300.293 304.321,0.0,60.0,-2.69651179161757,5.093680061701602,7.790191853319172,10.080798417769575,17.347717828504685,300.293,60.0
d45_r0-35-70-95-110_svd1e-5_ac-20mm,70_90,split-discrete,symmetric_depth_rings,-20.0,45.0,0 35 70 95 110,45.0,45.0,0 35 70 95 110,0 35 70 95 110,18,1e-05,1e-06,2.3561833721433882,2.61583556918232,2.064123165252157,832,0.18508636079717677,300.293 304.321,70.0,90.0,-23.58416110268448,10.380899903403362,33.96506100608784,34.35607822803942,39.319110198642996,300.293,75.0
d45_r0-35-70-95-110_svd1e-5_ac-20mm,80_90,split-discrete,symmetric_depth_rings,-20.0,45.0,0 35 70 95 110,45.0,45.0,0 35 70 95 110,0 35 70 95 110,18,1e-05,1e-06,2.3561833721433882,2.61583556918232,2.064123165252157,832,0.18508636079717677,300.293 304.321,80.0,90.0,-17.4167492732596,11.381540840899664,28.798290114159265,28.798348590949235,28.856325159988835,300.293,90.0
d45_r0-35-70-95-110_svd1e-5_ac-20mm,90,split-discrete,symmetric_depth_rings,-20.0,45.0,0 35 70 95 110,45.0,45.0,0 35 70 95 110,0 35 70 95 110,18,1e-05,1e-06,2.3561833721433882,2.61583556918232,2.064123165252157,832,0.18508636079717677,300.293 304.321,90.0,90.0,-17.4167492732596,11.381540840899664,28.798290114159265,28.798348590949235,28.856325159988835,300.293,90.0
d45_r0-35-70-95-110_svd1e-5_ac+0mm,0_60,split-discrete,symmetric_depth_rings,0.0,45.0,0 35 70 95 110,45.0,45.0,0 35 70 95 110,0 35 70 95 110,18,1e-05,1e-06,2.3353472197166227,2.295221104102291,2.374795434676381,832,0.18508636079717677,300.293 304.321,0.0,60.0,-2.69651179161757,-4.101435132051753,-1.4049233404341834,1.805532059113217,3.3153848924178035,304.321,45.0
d45_r0-35-70-95-110_svd1e-5_ac+0mm,70_90,split-discrete,symmetric_depth_rings,0.0,45.0,0 35 70 95 110,45.0,45.0,0 35 70 95 110,0 35 70 95 110,18,1e-05,1e-06,2.3353472197166227,2.295221104102291,2.374795434676381,832,0.18508636079717677,300.293 304.321,70.0,90.0,-23.58416110268448,-14.934850295271513,8.649310807412968,11.722744736132503,16.73124932411031,300.293,75.0
d45_r0-35-70-95-110_svd1e-5_ac+0mm,80_90,split-discrete,symmetric_depth_rings,0.0,45.0,0 35 70 95 110,45.0,45.0,0 35 70 95 110,0 35 70 95 110,18,1e-05,1e-06,2.3353472197166227,2.295221104102291,2.374795434676381,832,0.18508636079717677,300.293 304.321,80.0,90.0,-17.4167492732596,-16.679274981165783,0.7374742920938182,0.7382092934490515,0.770408004840327,300.293,90.0
d45_r0-35-70-95-110_svd1e-5_ac+0mm,90,split-discrete,symmetric_depth_rings,0.0,45.0,0 35 70 95 110,45.0,45.0,0 35 70 95 110,0 35 70 95 110,18,1e-05,1e-06,2.3353472197166227,2.295221104102291,2.374795434676381,832,0.18508636079717677,300.293 304.321,90.0,90.0,-17.4167492732596,-16.679274981165783,0.7374742920938182,0.7382092934490515,0.770408004840327,300.293,90.0
d45_r0-35-70-95-110_svd1e-5_ac+20mm,0_60,split-discrete,symmetric_depth_rings,20.0,45.0,0 35 70 95 110,45.0,45.0,0 35 70 95 110,0 35 70 95 110,18,1e-05,1e-06,2.3820559679380766,1.9960950066020116,2.7136665221425664,832,0.18508636079717677,300.293 304.321,0.0,60.0,-2.69651179161757,-0.7723145022405774,1.9241972893769925,3.02458455229341,6.165588869478711,300.293,60.0
d45_r0-35-70-95-110_svd1e-5_ac+20mm,70_90,split-discrete,symmetric_depth_rings,20.0,45.0,0 35 70 95 110,45.0,45.0,0 35 70 95 110,0 35 70 95 110,18,1e-05,1e-06,2.3820559679380766,1.9960950066020116,2.7136665221425664,832,0.18508636079717677,300.293 304.321,70.0,90.0,-23.58416110268448,-4.469648689133507,19.114512413550976,20.536734586925547,26.801596343239382,300.293,75.0
d45_r0-35-70-95-110_svd1e-5_ac+20mm,80_90,split-discrete,symmetric_depth_rings,20.0,45.0,0 35 70 95 110,45.0,45.0,0 35 70 95 110,0 35 70 95 110,18,1e-05,1e-06,2.3820559679380766,1.9960950066020116,2.7136665221425664,832,0.18508636079717677,300.293 304.321,80.0,90.0,-17.4167492732596,-5.810677611180282,11.60607166207932,11.606092640313364,11.628138610563617,300.293,90.0
d45_r0-35-70-95-110_svd1e-5_ac+20mm,90,split-discrete,symmetric_depth_rings,20.0,45.0,0 35 70 95 110,45.0,45.0,0 35 70 95 110,0 35 70 95 110,18,1e-05,1e-06,2.3820559679380766,1.9960950066020116,2.7136665221425664,832,0.18508636079717677,300.293 304.321,90.0,90.0,-17.4167492732596,-5.810677611180282,11.60607166207932,11.606092640313364,11.628138610563617,300.293,90.0
d35_r0-25-50-75-95_svd1e-5_ac-20mm,0_60,split-discrete,symmetric_depth_rings,-20.0,35.0,0 25 50 75 95,35.0,35.0,0 25 50 75 95,0 25 50 75 95,18,1e-05,1e-06,2.2796839553200146,2.51777851859631,2.0136308508716243,832,0.18508636079717677,300.293 304.321,0.0,60.0,-2.69651179161757,5.38515398327893,8.0816657748965,9.825072082447349,16.17374030254119,304.321,60.0
d35_r0-25-50-75-95_svd1e-5_ac-20mm,70_90,split-discrete,symmetric_depth_rings,-20.0,35.0,0 25 50 75 95,35.0,35.0,0 25 50 75 95,0 25 50 75 95,18,1e-05,1e-06,2.2796839553200146,2.51777851859631,2.0136308508716243,832,0.18508636079717677,300.293 304.321,70.0,90.0,-23.58416110268448,5.5458791181109,29.130040220795383,30.115371435326193,36.78331263037164,304.321,75.0
d35_r0-25-50-75-95_svd1e-5_ac-20mm,80_90,split-discrete,symmetric_depth_rings,-20.0,35.0,0 25 50 75 95,35.0,35.0,0 25 50 75 95,0 25 50 75 95,18,1e-05,1e-06,2.2796839553200146,2.51777851859631,2.0136308508716243,832,0.18508636079717677,300.293 304.321,80.0,90.0,-17.4167492732596,4.073840420373493,21.490589693633094,21.491290153612074,21.664103631558177,304.321,90.0
d35_r0-25-50-75-95_svd1e-5_ac-20mm,90,split-discrete,symmetric_depth_rings,-20.0,35.0,0 25 50 75 95,35.0,35.0,0 25 50 75 95,0 25 50 75 95,18,1e-05,1e-06,2.2796839553200146,2.51777851859631,2.0136308508716243,832,0.18508636079717677,300.293 304.321,90.0,90.0,-17.4167492732596,4.073840420373493,21.490589693633094,21.491290153612074,21.664103631558177,304.321,90.0
d35_r0-25-50-75-95_svd1e-5_ac+0mm,0_60,split-discrete,symmetric_depth_rings,0.0,35.0,0 25 50 75 95,35.0,35.0,0 25 50 75 95,0 25 50 75 95,18,1e-05,1e-06,2.2556163608998983,2.2147354645660857,2.2957694041675536,832,0.18508636079717677,300.293 304.321,0.0,60.0,-2.69651179161757,-0.10923676417160308,2.587275027445967,3.482028821425651,6.445013419055918,304.321,60.0
d35_r0-25-50-75-95_svd1e-5_ac+0mm,70_90,split-discrete,symmetric_depth_rings,0.0,35.0,0 25 50 75 95,35.0,35.0,0 25 50 75 95,0 25 50 75 95,18,1e-05,1e-06,2.2556163608998983,2.2147354645660857,2.2957694041675536,832,0.18508636079717677,300.293 304.321,70.0,90.0,-23.58416110268448,-12.9485885897999,10.63557251288458,16.59035314742652,23.501762529548103,300.293,75.0
d35_r0-25-50-75-95_svd1e-5_ac+0mm,80_90,split-discrete,symmetric_depth_rings,0.0,35.0,0 25 50 75 95,35.0,35.0,0 25 50 75 95,0 25 50 75 95,18,1e-05,1e-06,2.2556163608998983,2.2147354645660857,2.2957694041675536,832,0.18508636079717677,300.293 304.321,80.0,90.0,-17.4167492732596,-19.513613930116044,-2.096864656856443,2.0971096207175295,2.1289173031174116,300.293,90.0
d35_r0-25-50-75-95_svd1e-5_ac+0mm,90,split-discrete,symmetric_depth_rings,0.0,35.0,0 25 50 75 95,35.0,35.0,0 25 50 75 95,0 25 50 75 95,18,1e-05,1e-06,2.2556163608998983,2.2147354645660857,2.2957694041675536,832,0.18508636079717677,300.293 304.321,90.0,90.0,-17.4167492732596,-19.513613930116044,-2.096864656856443,2.0971096207175295,2.1289173031174116,300.293,90.0
d35_r0-25-50-75-95_svd1e-5_ac+20mm,0_60,split-discrete,symmetric_depth_rings,20.0,35.0,0 25 50 75 95,35.0,35.0,0 25 50 75 95,0 25 50 75 95,18,1e-05,1e-06,2.3005903704946045,1.9396408809396974,2.612130425268324,832,0.18508636079717677,300.293 304.321,0.0,60.0,-2.69651179161757,-6.367569899643536,-3.6710581080259663,4.580026841508335,8.177953117791574,304.321,45.0
d35_r0-25-50-75-95_svd1e-5_ac+20mm,70_90,split-discrete,symmetric_depth_rings,20.0,35.0,0 25 50 75 95,35.0,35.0,0 25 50 75 95,0 25 50 75 95,18,1e-05,1e-06,2.3005903704946045,1.9396408809396974,2.612130425268324,832,0.18508636079717677,300.293 304.321,70.0,90.0,-23.58416110268448,-3.0210553731697534,20.563105729514728,20.920116835265645,24.609714513364146,300.293,75.0
d35_r0-25-50-75-95_svd1e-5_ac+20mm,80_90,split-discrete,symmetric_depth_rings,20.0,35.0,0 25 50 75 95,35.0,35.0,0 25 50 75 95,0 25 50 75 95,18,1e-05,1e-06,2.3005903704946045,1.9396408809396974,2.612130425268324,832,0.18508636079717677,300.293 304.321,80.0,90.0,-17.4167492732596,-0.6991819941953814,16.71756727906422,16.717662420901018,16.77396842415365,300.293,90.0
d35_r0-25-50-75-95_svd1e-5_ac+20mm,90,split-discrete,symmetric_depth_rings,20.0,35.0,0 25 50 75 95,35.0,35.0,0 25 50 75 95,0 25 50 75 95,18,1e-05,1e-06,2.3005903704946045,1.9396408809396974,2.612130425268324,832,0.18508636079717677,300.293 304.321,90.0,90.0,-17.4167492732596,-0.6991819941953814,16.71756727906422,16.717662420901018,16.77396842415365,300.293,90.0
d55_r0-25-50-75-95_svd1e-5_ac-20mm,0_60,split-discrete,symmetric_depth_rings,-20.0,55.0,0 25 50 75 95,55.0,55.0,0 25 50 75 95,0 25 50 75 95,18,1e-05,1e-06,2.564079718709414,2.806858110179788,2.2957694041675536,832,0.18508636079717677,300.293 304.321,0.0,60.0,-2.69651179161757,-2.048302457741299,0.6482093338762709,1.2666581429783572,2.8087759992669348,300.293,60.0
d55_r0-25-50-75-95_svd1e-5_ac-20mm,70_90,split-discrete,symmetric_depth_rings,-20.0,55.0,0 25 50 75 95,55.0,55.0,0 25 50 75 95,0 25 50 75 95,18,1e-05,1e-06,2.564079718709414,2.806858110179788,2.2957694041675536,832,0.18508636079717677,300.293 304.321,70.0,90.0,-23.58416110268448,-11.19264880949881,12.391512293185672,13.367554802205072,17.64285205855041,300.293,75.0
d55_r0-25-50-75-95_svd1e-5_ac-20mm,80_90,split-discrete,symmetric_depth_rings,-20.0,55.0,0 25 50 75 95,55.0,55.0,0 25 50 75 95,0 25 50 75 95,18,1e-05,1e-06,2.564079718709414,2.806858110179788,2.2957694041675536,832,0.18508636079717677,300.293 304.321,80.0,90.0,-17.4167492732596,-10.036417481933196,7.380331791326405,7.380491161796434,7.428833742751593,304.321,90.0
d55_r0-25-50-75-95_svd1e-5_ac-20mm,90,split-discrete,symmetric_depth_rings,-20.0,55.0,0 25 50 75 95,55.0,55.0,0 25 50 75 95,0 25 50 75 95,18,1e-05,1e-06,2.564079718709414,2.806858110179788,2.2957694041675536,832,0.18508636079717677,300.293 304.321,90.0,90.0,-17.4167492732596,-10.036417481933196,7.380331791326405,7.380491161796434,7.428833742751593,304.321,90.0
d55_r0-25-50-75-95_svd1e-5_ac+0mm,0_60,split-discrete,symmetric_depth_rings,0.0,55.0,0 25 50 75 95,55.0,55.0,0 25 50 75 95,0 25 50 75 95,18,1e-05,1e-06,2.5653882773683168,2.51777851859631,2.612130425268334,832,0.18508636079717677,300.293 304.321,0.0,60.0,-2.69651179161757,-2.880907351710549,-0.1843955600929789,0.44115967726047045,0.915981655674436,304.321,45.0
d55_r0-25-50-75-95_svd1e-5_ac+0mm,70_90,split-discrete,symmetric_depth_rings,0.0,55.0,0 25 50 75 95,55.0,55.0,0 25 50 75 95,0 25 50 75 95,18,1e-05,1e-06,2.5653882773683168,2.51777851859631,2.612130425268334,832,0.18508636079717677,300.293 304.321,70.0,90.0,-23.58416110268448,-16.20027977568688,7.383881326997601,11.743282027556566,16.719394776664764,300.293,75.0
d55_r0-25-50-75-95_svd1e-5_ac+0mm,80_90,split-discrete,symmetric_depth_rings,0.0,55.0,0 25 50 75 95,55.0,55.0,0 25 50 75 95,0 25 50 75 95,18,1e-05,1e-06,2.5653882773683168,2.51777851859631,2.612130425268334,832,0.18508636079717677,300.293 304.321,80.0,90.0,-17.4167492732596,-19.16314098022513,-1.7463917069655288,1.7464042119708099,1.7530005972968823,300.293,90.0
d55_r0-25-50-75-95_svd1e-5_ac+0mm,90,split-discrete,symmetric_depth_rings,0.0,55.0,0 25 50 75 95,55.0,55.0,0 25 50 75 95,0 25 50 75 95,18,1e-05,1e-06,2.5653882773683168,2.51777851859631,2.612130425268334,832,0.18508636079717677,300.293 304.321,90.0,90.0,-17.4167492732596,-19.16314098022513,-1.7463917069655288,1.7464042119708099,1.7530005972968823,300.293,90.0
d55_r0-25-50-75-95_svd1e-5_ac+20mm,0_60,split-discrete,symmetric_depth_rings,20.0,55.0,0 25 50 75 95,55.0,55.0,0 25 50 75 95,0 25 50 75 95,18,1e-05,1e-06,2.5929937569820773,2.2147354645660857,2.9227008176495413,832,0.18508636079717677,300.293 304.321,0.0,60.0,-2.69651179161757,-2.388177476035545,0.3083343155820252,0.8273994315477728,1.8653735355632364,300.293,60.0
d55_r0-25-50-75-95_svd1e-5_ac+20mm,70_90,split-discrete,symmetric_depth_rings,20.0,55.0,0 25 50 75 95,55.0,55.0,0 25 50 75 95,0 25 50 75 95,18,1e-05,1e-06,2.5929937569820773,2.2147354645660857,2.9227008176495413,832,0.18508636079717677,300.293 304.321,70.0,90.0,-23.58416110268448,-16.136916686290157,7.447244416394325,14.807335903298773,20.420774156756046,300.293,75.0
d55_r0-25-50-75-95_svd1e-5_ac+20mm,80_90,split-discrete,symmetric_depth_rings,20.0,55.0,0 25 50 75 95,55.0,55.0,0 25 50 75 95,0 25 50 75 95,18,1e-05,1e-06,2.5929937569820773,2.2147354645660857,2.9227008176495413,832,0.18508636079717677,300.293 304.321,80.0,90.0,-17.4167492732596,-22.7668756041723,-5.350126330912698,5.351534171528866,5.4728709125274335,304.321,90.0
d55_r0-25-50-75-95_svd1e-5_ac+20mm,90,split-discrete,symmetric_depth_rings,20.0,55.0,0 25 50 75 95,55.0,55.0,0 25 50 75 95,0 25 50 75 95,18,1e-05,1e-06,2.5929937569820773,2.2147354645660857,2.9227008176495413,832,0.18508636079717677,300.293 304.321,90.0,90.0,-17.4167492732596,-22.7668756041723,-5.350126330912698,5.351534171528866,5.4728709125274335,304.321,90.0
d65_r0-25-50-75-95_svd1e-5_ac-20mm,0_60,split-discrete,symmetric_depth_rings,-20.0,65.0,0 25 50 75 95,65.0,65.0,0 25 50 75 95,0 25 50 75 95,18,1e-05,1e-06,2.704741708455638,2.935622794033866,2.452218226436596,832,0.18508636079717677,300.293 304.321,0.0,60.0,-2.69651179161757,-3.8115371817396464,-1.1150253901220766,1.4354979299531467,2.4890206742142595,304.321,45.0
d65_r0-25-50-75-95_svd1e-5_ac-20mm,70_90,split-discrete,symmetric_depth_rings,-20.0,65.0,0 25 50 75 95,65.0,65.0,0 25 50 75 95,0 25 50 75 95,18,1e-05,1e-06,2.704741708455638,2.935622794033866,2.452218226436596,832,0.18508636079717677,300.293 304.321,70.0,90.0,-23.58416110268448,-16.288660662017,7.295500440667482,7.371389449205562,8.317353029449848,304.321,90.0
d65_r0-25-50-75-95_svd1e-5_ac-20mm,80_90,split-discrete,symmetric_depth_rings,-20.0,65.0,0 25 50 75 95,65.0,65.0,0 25 50 75 95,0 25 50 75 95,18,1e-05,1e-06,2.704741708455638,2.935622794033866,2.452218226436596,832,0.18508636079717677,300.293 304.321,80.0,90.0,-17.4167492732596,-9.121443972885672,8.29530530037393,8.295334600169495,8.317353029449848,304.321,90.0
d65_r0-25-50-75-95_svd1e-5_ac-20mm,90,split-discrete,symmetric_depth_rings,-20.0,65.0,0 25 50 75 95,65.0,65.0,0 25 50 75 95,0 25 50 75 95,18,1e-05,1e-06,2.704741708455638,2.935622794033866,2.452218226436596,832,0.18508636079717677,300.293 304.321,90.0,90.0,-17.4167492732596,-9.121443972885672,8.29530530037393,8.295334600169495,8.317353029449848,304.321,90.0
d65_r0-25-50-75-95_svd1e-5_ac+0mm,0_60,split-discrete,symmetric_depth_rings,0.0,65.0,0 25 50 75 95,65.0,65.0,0 25 50 75 95,0 25 50 75 95,18,1e-05,1e-06,2.718972515888311,2.6664737957450253,2.7704765981536723,832,0.18508636079717677,300.293 304.321,0.0,60.0,-2.69651179161757,-3.4854160158693688,-0.7889042242517987,1.1466026744716984,1.8532805148574099,304.321,60.0
d65_r0-25-50-75-95_svd1e-5_ac+0mm,70_90,split-discrete,symmetric_depth_rings,0.0,65.0,0 25 50 75 95,65.0,65.0,0 25 50 75 95,0 25 50 75 95,18,1e-05,1e-06,2.718972515888311,2.6664737957450253,2.7704765981536723,832,0.18508636079717677,300.293 304.321,70.0,90.0,-23.58416110268448,-17.77416918331129,5.809991919373191,9.855552089655923,13.996557841673557,300.293,75.0
d65_r0-25-50-75-95_svd1e-5_ac+0mm,80_90,split-discrete,symmetric_depth_rings,0.0,65.0,0 25 50 75 95,65.0,65.0,0 25 50 75 95,0 25 50 75 95,18,1e-05,1e-06,2.718972515888311,2.6664737957450253,2.7704765981536723,832,0.18508636079717677,300.293 304.321,80.0,90.0,-17.4167492732596,-19.56603024723801,-2.14928097397841,2.1493018354555673,2.158750651221446,300.293,90.0
