candidate,rms_0_60_db,mean_0_60_db,max_abs_0_60_db,source_model,half_depth_mm,ring_radii_mm,source_point_profile,acoustic_center_offset_mm,front_depth_mm,rear_depth_mm,front_ring_radii_mm,rear_ring_radii_mm,source_count,source_svd_rcond,source_fit_rms_db_300_1200,rms_70_90_db,mean_70_90_db,max_abs_70_90_db,rms_80_90_db,mean_80_90_db,max_abs_80_90_db,rms_90_db,mean_90_db,max_abs_90_db,hotspot_score_db
asym_f45r55_front35_rear25_svd1e-6_ac+20mm,0.9425357760346976,0.3176027399850788,2.094758034499577,split-discrete,nan,,asymmetric_depth_rings,20.0,45.0,55.0,0 35 70 95,0 25 50 75 95,16,1e-06,2.5401922716076255,14.61227811611513,12.195777272418287,20.410448463402,4.148212458238661,4.147991963385817,4.190761933845394,4.148212458238661,4.147991963385817,4.190761933845394,14.61227811611513
asym_f55r35_r0-35-70-95_svd1e-6_ac+20mm,1.5070134084700746,0.9784510139819289,3.1706985426213876,split-discrete,nan,0 35 70 95,asymmetric_depth_rings,20.0,55.0,35.0,0 35 70 95,0 35 70 95,14,1e-06,2.43751601900483,14.630469958105822,9.173271702378184,20.73594140085754,2.22433625552027,-2.2234858556531556,2.2849872973622,2.22433625552027,-2.2234858556531556,2.2849872973622,14.637483366575896
asym_f35r55_r0-35-70-95_svd1e-6_ac+0mm,1.5070134084703921,0.9784510139821861,3.17069854262175,split-discrete,nan,0 35 70 95,asymmetric_depth_rings,0.0,35.0,55.0,0 35 70 95,0 35 70 95,14,1e-06,2.4375160190048333,14.630469958106655,9.17327170237845,20.735941400858167,2.2243362555207877,-2.223485855653756,2.2849872973598053,2.2243362555207877,-2.223485855653756,2.2849872973598053,14.637483366577047
h1659-modal-full3-az24-reg1e-06_ac+0mm,1.0414064359550066,0.7100387052717458,2.0718930143572507,split-profile-ring,nan,,h1659-modal-full-3,0.0,nan,nan,,,726,,1.6731320385433284,14.653873091822145,4.17065777580639,18.376535698724624,9.879588140426955,-9.87516361602136,10.170807627076691,9.879588140426955,-9.87516361602136,10.170807627076691,14.653873091822145
d55_r0-35-70-95_svd1e-6_ac+20mm,0.9203273643571817,0.5029582632191569,2.0653560097191743,split-discrete,55.0,0 35 70 95,symmetric_depth_rings,20.0,55.0,55.0,0 35 70 95,0 35 70 95,14,1e-06,2.6059999086314067,14.74574870649331,7.823445036283646,20.503380136825946,4.676113804447491,-4.6749010628747385,4.7813922102862705,4.676113804447491,-4.6749010628747385,4.7813922102862705,14.74574870649331
d55_r0-35-70-95_svd1e-5_ac+20mm,0.8989365783119727,0.48304316941138553,2.0249800331949785,split-discrete,55.0,0 35 70 95,symmetric_depth_rings,20.0,55.0,55.0,0 35 70 95,0 35 70 95,14,1e-05,2.6060389797004166,14.746784191379934,7.663971446912379,20.448308421781846,4.935380491873487,-4.933906488731413,5.0545189259816325,4.935380491873487,-4.933906488731413,5.0545189259816325,14.746784191379934
d55_r0-25-50-75-95_svd1e-6_ac+20mm,0.8514411763652141,0.3349130841706689,1.9205777250058134,split-discrete,55.0,0 25 50 75 95,symmetric_depth_rings,20.0,55.0,55.0,0 25 50 75 95,0 25 50 75 95,18,1e-06,2.5929427957721822,14.80476073417933,7.643682275062449,20.49478517305795,5.035625364195777,-5.034407628695764,5.145144418705918,5.035625364195777,-5.034407628695764,5.145144418705918,14.80476073417933
d55_r0-25-50-75-95_svd1e-5_ac+20mm,0.8273994315477728,0.3083343155820252,1.8653735355632364,split-discrete,55.0,0 25 50 75 95,symmetric_depth_rings,20.0,55.0,55.0,0 25 50 75 95,0 25 50 75 95,18,1e-05,2.5929937569820773,14.807335903298773,7.447244416394325,20.420774156756046,5.351534171528866,-5.350126330912698,5.4728709125274335,5.351534171528866,-5.350126330912698,5.4728709125274335,14.807335903298773
current_d45_r0-35-70-95_svd1e-5_ac+20mm,1.2707525627643097,0.7029239898643034,2.7690670785478204,split-discrete,45.0,0 35 70 95,symmetric_depth_rings,20.0,45.0,45.0,0 35 70 95,0 35 70 95,14,1e-05,2.4606144029879826,14.88224906316771,12.672353880224003,20.64096574593055,4.870027483259204,4.869896421102663,4.905625057117142,4.870027483259204,4.869896421102663,4.905625057117142,14.88224906316771
current_d45_r0-35-70-95_svd1e-6_ac+20mm,1.319583890646443,0.7480312496663544,2.8578937227478605,split-discrete,45.0,0 35 70 95,symmetric_depth_rings,20.0,45.0,45.0,0 35 70 95,0 35 70 95,14,1e-06,2.4605765629162146,15.005389373559277,12.82002282191623,20.77796997056322,5.023037998550338,5.022901202408285,5.0599720228199345,5.023037998550338,5.022901202408285,5.0599720228199345,15.005389373559277
d45_r0-25-50-75-95_svd1e-5_ac+20mm,1.2288444671199161,0.5318364986630769,2.7026791245186246,split-discrete,45.0,0 25 50 75 95,symmetric_depth_rings,20.0,45.0,45.0,0 25 50 75 95,0 25 50 75 95,18,1e-05,2.445910852894838,15.085583539238927,13.065998265407114,20.76232239830064,5.526927925131793,5.526704232552767,5.57642963335514,5.526927925131793,5.526704232552767,5.57642963335514,15.085583539238927
h1659-profile-ring-compact-az24-reg1e-06_ac+0mm,1.1207256549981583,0.7562049481647023,2.2432993230934812,split-profile-ring,nan,,h1659-acoustic-compact,0.0,nan,nan,,,146,,0.9485801146178776,15.158949825595368,4.8545176234135,19.355777865518952,9.506046879041985,-9.505612149205916,9.596523839393534,9.506046879041985,-9.505612149205916,9.596523839393534,15.158949825595368
asym_f55r45_front25_rear35_svd1e-6_ac+20mm,1.2286042124790917,0.7184039666434557,2.6874573288350874,split-discrete,nan,,asymmetric_depth_rings,20.0,55.0,45.0,0 25 50 75 95,0 35 70 95,16,1e-06,2.5149975322819547,15.191555460090878,7.450907617898938,20.859159996017056,5.789339091430176,-5.786858036198204,5.956331292052454,5.789339091430176,-5.786858036198204,5.956331292052454,15.191555460090878
d45_r0-20-40-60-80-95_svd1e-5_ac+20mm,1.163139996300128,0.32830596107678145,2.5163506036641436,split-discrete,45.0,0 20 40 60 80 95,symmetric_depth_rings,20.0,45.0,45.0,0 20 40 60 80 95,0 20 40 60 80 95,22,1e-05,2.435948780114554,15.192492142102823,13.394713665349531,20.73016646972828,6.227427018828511,6.226969758056757,6.302434366198092,6.227427018828511,6.226969758056757,6.302434366198092,15.192492142102823
asym_f55r45_front25_rear35_svd1e-5_ac+20mm,1.201346929103026,0.6927699147201217,2.638212461801082,split-discrete,nan,,asymmetric_depth_rings,20.0,55.0,45.0,0 25 50 75 95,0 35 70 95,16,1e-05,2.5150415882333177,15.203242804736924,7.264129228259948,20.792306929871735,6.093042815529203,-6.090223487649602,6.275557300951846,6.093042815529203,-6.090223487649602,6.275557300951846,15.203242804736924
h1659-profile-ring-compact-az24-reg1e-06-svd1e-05_ac+0mm,1.1129206028982672,0.7510401849112668,2.227611417443555,split-profile-ring,nan,,h1659-acoustic-compact,0.0,nan,nan,,,146,1e-05,0.9485789833855958,15.23089764563614,4.678845889539817,19.31542453277246,9.81547923816661,-9.81511483965527,9.899692373662212,9.81547923816661,-9.81511483965527,9.899692373662212,15.23089764563614
d45_r0-25-50-75-95_svd1e-6_ac+20mm,1.288845305792274,0.5951839421196808,2.8252546236272664,split-discrete,45.0,0 25 50 75 95,symmetric_depth_rings,20.0,45.0,45.0,0 25 50 75 95,0 25 50 75 95,18,1e-06,2.4458639764862613,15.234596540164416,13.228762735781986,20.93726512609473,5.673864995246964,5.6736472978028445,5.723349656130338,5.673864995246964,5.6736472978028445,5.723349656130338,15.234596540164416
asym_f35r55_r0-35-70-95_svd1e-5_ac-20mm,2.105747911925858,1.4904660545735922,4.18404910325367,split-discrete,nan,0 35 70 95,asymmetric_depth_rings,-20.0,35.0,55.0,0 35 70 95,0 35 70 95,14,1e-05,2.4254367213232872,14.691970111484892,11.77354804418319,20.74785660512476,2.986820285073978,2.9861638286831464,3.0487817461973137,2.986820285073978,2.9861638286831464,3.0487817461973137,15.29771802341075
asym_f55r35_r0-35-70-95_svd1e-5_ac+0mm,2.1057479119258695,1.4904660545736,4.184049103253692,split-discrete,nan,0 35 70 95,asymmetric_depth_rings,0.0,55.0,35.0,0 35 70 95,0 35 70 95,14,1e-05,2.4254367213232872,14.691970111484899,11.77354804418319,20.74785660512481,2.986820285073971,2.9861638286831393,3.0487817461973137,2.986820285073971,2.9861638286831393,3.0487817461973137,15.297718023410768
asym_f35r55_r0-35-70-95_svd1e-6_ac-20mm,2.114971472100969,1.501490322172875,4.193392334672303,split-discrete,nan,0 35 70 95,asymmetric_depth_rings,-20.0,35.0,55.0,0 35 70 95,0 35 70 95,14,1e-06,2.425402357603926,14.705327982147281,11.8014360733982,20.759472125506868,3.0298162227720398,3.0291252365789845,3.0938295246358294,3.0298162227720398,3.0291252365789845,3.0938295246358294,15.32029945424825
asym_f55r35_r0-35-70-95_svd1e-6_ac+0mm,2.114971472100967,1.5014903221728708,4.193392334672282,split-discrete,nan,0 35 70 95,asymmetric_depth_rings,0.0,55.0,35.0,0 35 70 95,0 35 70 95,14,1e-06,2.425402357603926,14.705327982147285,11.801436073398206,20.759472125506846,3.0298162227720433,3.029125236578988,3.0938295246358294,3.0298162227720433,3.029125236578988,3.0938295246358294,15.320299454248252
d45_r0-20-40-60-80-95_svd1e-6_ac+20mm,1.225596421182672,0.40816750709245325,2.6711508944349376,split-discrete,45.0,0 20 40 60 80 95,symmetric_depth_rings,20.0,45.0,45.0,0 20 40 60 80 95,0 20 40 60 80 95,22,1e-06,2.4358912347857857,15.36191092243245,13.566254160382584,20.939439277843576,6.36057236022627,6.3601270113677515,6.435394195084811,6.36057236022627,6.3601270113677515,6.435394195084811,15.36191092243245
h1659-profile-ring-full-az24-reg1e-06_ac+0mm,1.0901659712827325,0.735697072083606,2.182239166205406,split-profile-ring,nan,,h1659-acoustic-full,0.0,nan,nan,,,242,,0.9421269116715613,15.516133702973056,4.098826769618107,19.203724477924517,10.86610553755717,-10.865631523797578,10.967126067428687,10.86610553755717,-10.865631523797578,10.967126067428687,15.516133702973056
asym_f45r35_r0-35-70-95_svd1e-5_ac+20mm,1.7061532190087418,1.0978579095309215,3.5196880286832695,split-discrete,nan,0 35 70 95,asymmetric_depth_rings,20.0,45.0,35.0,0 35 70 95,0 35 70 95,14,1e-05,2.373356692978569,15.344747487508176,13.460363000657646,20.97581153736064,6.093644854618031,6.093630020845456,6.107075587542596,6.093644854618031,6.093630020845456,6.107075587542596,15.550900706516918
h1659-profile-ring-full-az24-reg1e-06-svd1e-05_ac+0mm,1.0824011932724993,0.7305630921642887,2.1658643717214545,split-profile-ring,nan,,h1659-acoustic-full,0.0,nan,nan,,,242,1e-05,0.9422885024693453,15.616098534545053,3.9005622925632757,19.163118122693135,11.220474835002632,-11.220070678589465,11.315304550632362,11.220474835002632,-11.220070678589465,11.315304550632362,15.616098534545053
asym_f45r35_r0-35-70-95_svd1e-6_ac+20mm,1.7536947357262906,1.1413758987809453,3.5975783313492045,split-discrete,nan,0 35 70 95,asymmetric_depth_rings,20.0,45.0,35.0,0 35 70 95,0 35 70 95,14,1e-06,2.3733213658312833,15.453185526098792,13.577334772886365,21.10043999004889,6.198576095546864,6.198555636505592,6.214481509472428,6.198576095546864,6.198555636505592,6.214481509472428,15.706880261825082
h1659-profile-ring-compact-az24-reg1e-06_ac-20mm,0.9008634400289863,0.6091235462096861,1.8054729922539678,split-profile-ring,nan,,h1659-acoustic-compact,-20.0,nan,nan,,,146,,0.9493290691518607,15.972873764411585,2.2810231806894734,18.244146865364947,13.527894076278066,-13.527664079628344,13.606548094055853,13.527894076278066,-13.527664079628344,13.606548094055853,15.972873764411585
h1659-profile-ring-compact-az24-reg1e-06-svd1e-05_ac-20mm,0.900863440037085,0.6091235462150422,1.8054729922630912,split-profile-ring,nan,,h1659-acoustic-compact,-20.0,nan,nan,,,146,1e-05,0.9493290691564475,15.972873764935365,2.2810231801244765,18.244146865382923,13.527894077457143,-13.527664080801795,13.606548096197386,13.527894077457143,-13.527664080801795,13.606548096197386,15.972873764935365
h1659-profile-ring-full-az24-reg1e-06_ac-20mm,0.8916139116305225,0.6023226391046379,1.7877373044424445,split-profile-ring,nan,,h1659-acoustic-full,-20.0,nan,nan,,,242,,0.9432425150794319,16.047395978751148,2.16676024526344,18.22030659277884,13.733452052525875,-13.733204246743806,13.815705133072676,13.733452052525875,-13.733204246743806,13.815705133072676,16.047395978751148
h1659-profile-ring-full-az24-reg1e-06-svd1e-05_ac-20mm,0.8914036032184007,0.6021739750309691,1.7873342156075438,split-profile-ring,nan,,h1659-acoustic-full,-20.0,nan,nan,,,242,1e-05,0.9433573545838991,16.049812989523264,2.1629566093450627,18.219465520153868,13.740227377965242,-13.739953854781064,13.82665141341213,13.740227377965242,-13.739953854781064,13.82665141341213,16.049812989523264
asym_f45r35_r0-35-70-95_svd1e-5_ac+0mm,2.67643019736707,1.96706885263159,5.093932208347965,split-discrete,nan,0 35 70 95,asymmetric_depth_rings,0.0,45.0,35.0,0 35 70 95,0 35 70 95,14,1e-05,2.3480762843162943,15.479114520488395,10.923415504298745,22.052284967701212,0.08373103821412127,-0.04318108146798494,0.1149186655064085,0.08373103821412127,-0.04318108146798494,0.1149186655064085,16.655544717855463
asym_f45r35_r0-35-70-95_svd1e-6_ac+0mm,2.6862074924022497,1.9786389945282423,5.102525179483209,split-discrete,nan,0 35 70 95,asymmetric_depth_rings,0.0,45.0,35.0,0 35 70 95,0 35 70 95,14,1e-06,2.3480404750245434,15.485917248920343,10.932988407926,22.060628978694773,0.07992314600841363,-0.03367994669056529,0.10616008506517716,0.07992314600841363,-0.03367994669056529,0.10616008506517716,16.67212474132259
d35_r0-35-70-95_svd1e-5_ac+0mm,3.208563470202672,2.4154949302662834,5.906885518670251,split-discrete,35.0,0 35 70 95,symmetric_depth_rings,0.0,35.0,35.0,0 35 70 95,0 35 70 95,14,1e-05,2.2735898519471744,16.17777070832529,9.966459860444054,22.847133974161643,2.7769398111600307,-2.776332226593752,2.834419078655884,2.7769398111600307,-2.776332226593752,2.834419078655884,17.886334178527964
d35_r0-35-70-95_svd1e-6_ac+0mm,3.219070083721636,2.4284312060064224,5.9162280090700605,split-discrete,35.0,0 35 70 95,symmetric_depth_rings,0.0,35.0,35.0,0 35 70 95,0 35 70 95,14,1e-06,2.273556035883198,16.19442452394537,9.914263454181892,22.855162737897636,2.8906962890015824,-2.8902770339024713,2.9395081474736102,2.8906962890015824,-2.8902770339024713,2.9395081474736102,17.913494607667005
d35_r0-25-50-75-95_svd1e-5_ac+0mm,3.482028821425651,2.587275027445967,6.445013419055918,split-discrete,35.0,0 25 50 75 95,symmetric_depth_rings,0.0,35.0,35.0,0 25 50 75 95,0 25 50 75 95,18,1e-05,2.2556163608998983,16.59035314742652,10.63557251288458,23.501762529548103,2.0971096207175295,-2.096864656856443,2.1289173031174116,2.0971096207175295,-2.096864656856443,2.1289173031174116,18.57238196885217
d35_r0-25-50-75-95_svd1e-6_ac+0mm,3.5006951052457578,2.610363443704262,6.462747899908919,split-discrete,35.0,0 25 50 75 95,symmetric_depth_rings,0.0,35.0,35.0,0 25 50 75 95,0 25 50 75 95,18,1e-06,2.2555710402977596,16.610405912814375,10.581007793794022,23.51755973428223,2.2230254219380665,-2.2228452878414657,2.251144632425941,2.2230254219380665,-2.2228452878414657,2.251144632425941,18.611101018060133
asym_f55r45_front25_rear35_svd1e-5_ac-20mm,3.4890641916649408,2.5472447247209558,6.5944635329990575,split-discrete,nan,,asymmetric_depth_rings,-20.0,55.0,45.0,0 25 50 75 95,0 35 70 95,16,1e-05,2.507660436013788,18.0119873423569,15.972945314058242,24.449737933111493,7.649505353832702,7.649286049288165,7.707209226692626,7.649505353832702,7.649286049288165,7.707209226692626,20.00105153402184
asym_f55r45_front25_rear35_svd1e-6_ac-20mm,3.49230475380131,2.555722504654714,6.5921659970951865,split-discrete,nan,,asymmetric_depth_rings,-20.0,55.0,45.0,0 25 50 75 95,0 35 70 95,16,1e-06,2.507619221044277,18.037244425991123,16.021089561536897,24.462490381723008,7.73562206937739,7.7353841242799035,7.796057430411814,7.73562206937739,7.7353841242799035,7.796057430411814,20.029549179792433
current_d45_r0-35-70-95_svd1e-5_ac-20mm,3.7319890545115446,2.7860055135447417,6.922557560186739,split-discrete,45.0,0 35 70 95,symmetric_depth_rings,-20.0,45.0,45.0,0 35 70 95,0 35 70 95,14,1e-05,2.436070246468478,18.166754244054186,15.786297928552855,24.923053396178197,6.7970023623410905,6.79678105292464,6.851630230447974,6.7970023623410905,6.79678105292464,6.851630230447974,20.39874329856573
current_d45_r0-35-70-95_svd1e-6_ac-20mm,3.732043479400377,2.7910984664800993,6.910868606971711,split-discrete,45.0,0 35 70 95,symmetric_depth_rings,-20.0,45.0,45.0,0 35 70 95,0 35 70 95,14,1e-06,2.43603520824001,18.18626795561305,15.835898933696685,24.925741092053677,6.894582272360639,6.894319428657965,6.954521803851165,6.894582272360639,6.894319428657965,6.954521803851165,20.41831143501343
h1659-modal-full4-az24-reg1e-06-svd1e-05_ac+20mm,2.5036422765972826,1.684460239842359,5.02523421550049,split-profile-ring,nan,,h1659-modal-full-4,20.0,nan,nan,,,968,1e-05,1.0446019393464359,19.830928141205753,18.595767695450178,25.621037674335213,11.707134419383635,11.707113449026547,11.729272084786388,11.707134419383635,11.707113449026547,11.729272084786388,20.834570417803036
d45_r0-25-50-75-95_svd1e-5_ac-20mm,4.05151941737745,3.008268923833954,7.517198011048762,split-discrete,45.0,0 25 50 75 95,symmetric_depth_rings,-20.0,45.0,45.0,0 25 50 75 95,0 25 50 75 95,18,1e-05,2.4211161910026697,18.868955297508847,16.61928775021554,25.699960671257863,7.685070800545673,7.684842853432212,7.74403345616242,7.685070800545673,7.684842853432212,7.74403345616242,21.420474714886296
d45_r0-25-50-75-95_svd1e-6_ac-20mm,4.056054021667366,3.020407014224132,7.507860769485788,split-discrete,45.0,0 25 50 75 95,symmetric_depth_rings,-20.0,45.0,45.0,0 25 50 75 95,0 25 50 75 95,18,1e-06,2.4210728263110153,18.89005758291419,16.672144328407576,25.70013673355279,7.792016027840212,7.791769283798779,7.853779010202182,7.792016027840212,7.791769283798779,7.853779010202182,21.446111604581553
h1659-modal-full4-az24-reg1e-06-svd1e-05_ac+0mm,2.649665541259445,1.7798277346537517,5.325402751793149,split-profile-ring,nan,,h1659-modal-full-4,0.0,nan,nan,,,968,1e-05,0.9586854626903571,20.441202459206153,19.289585172875228,26.184515203334882,12.526068682802881,12.526035052094361,12.555061247135086,12.526068682802881,12.526035052094361,12.555061247135086,21.590868000465598
d45_r0-30-60-90_svd1e-6_ac-20mm,3.9944100935682494,3.0208434098527013,7.366942975186454,split-discrete,45.0,0 30 60 90,symmetric_depth_rings,-20.0,45.0,45.0,0 30 60 90,0 30 60 90,14,1e-06,2.458439991712706,19.269902904480205,17.03193891545543,26.17503037597664,8.019346006072146,8.019080946142271,8.084281746162205,8.019346006072146,8.019080946142271,8.084281746162205,21.764312998048453
d45_r0-30-60-90_svd1e-5_ac-20mm,4.000821134863921,3.024106145008806,7.383539087979315,split-discrete,45.0,0 30 60 90,symmetric_depth_rings,-20.0,45.0,45.0,0 30 60 90,0 30 60 90,14,1e-05,2.458462319501986,19.263823746120476,17.008209188110502,26.18257414439485,7.963782506460784,7.963565341154499,8.022377477432897,7.963782506460784,7.963565341154499,8.022377477432897,21.7646448809844
d45_r0-35-70-95-110_svd1e-5_ac+20mm,3.02458455229341,1.9241972893769925,6.165588869478711,split-discrete,45.0,0 35 70 95 110,symmetric_depth_rings,20.0,45.0,45.0,0 35 70 95 110,0 35 70 95 110,18,1e-05,2.3820559679380766,20.536734586925547,19.114512413550976,26.801596343239382,11.606092640313364,11.60607166207932,11.628138610563617,11.606092640313364,11.60607166207932,11.628138610563617,22.06131913921896
d45_r0-35-70-95-110_svd1e-6_ac+20mm,3.02458455229341,1.9241972893769925,6.165588869478711,split-discrete,45.0,0 35 70 95 110,symmetric_depth_rings,20.0,45.0,45.0,0 35 70 95 110,0 35 70 95 110,18,1e-06,2.382060101695962,20.536734586925547,19.114512413550976,26.801596343239382,11.606092640313364,11.60607166207932,11.628138610563617,11.606092640313364,11.60607166207932,11.628138610563617,22.06131913921896
d45_r0-20-40-60-80-95_svd1e-5_ac-20mm,4.316200376268774,3.191277746660056,8.009454784906282,split-discrete,45.0,0 20 40 60 80 95,symmetric_depth_rings,-20.0,45.0,45.0,0 20 40 60 80 95,0 20 40 60 80 95,22,1e-05,2.410953580823655,19.499508046435754,17.349450684316196,26.400859284974224,8.449411186259292,8.449211340609306,8.50732430132173,8.449411186259292,8.449211340609306,8.50732430132173,22.315708422704528
d45_r0-20-40-60-80-95_svd1e-6_ac-20mm,4.32728229383331,3.2121049830875434,8.006258030412368,split-discrete,45.0,0 20 40 60 80 95,symmetric_depth_rings,-20.0,45.0,45.0,0 20 40 60 80 95,0 20 40 60 80 95,22,1e-06,2.410900667316056,19.52347300615816,17.40446019565803,26.40000071685924,8.559440713922001,8.559246623483755,8.616888392432259,8.559440713922001,8.559246623483755,8.616888392432259,22.35075529999147
d35_r0-35-70-95_svd1e-5_ac+20mm,3.7698813820134696,-3.039073784807484,6.735659472683174,split-discrete,35.0,0 35 70 95,symmetric_depth_rings,20.0,35.0,35.0,0 35 70 95,0 35 70 95,14,1e-05,2.316558516422885,20.944281828930034,20.58295082329728,24.662478840597146,16.712445625268973,16.71234576861608,16.770118493947997,16.712445625268973,16.71234576861608,16.770118493947997,23.214163210943504
asym_f35r55_r0-35-70-95_svd1e-5_ac+20mm,5.1536368185574855,-4.085746833531703,8.279432397361738,split-discrete,nan,0 35 70 95,asymmetric_depth_rings,20.0,35.0,55.0,0 35 70 95,0 35 70 95,14,1e-05,2.49323584476606,19.56278264144308,19.191175129272516,23.216772533618055,15.400484136041614,15.40029364550777,15.47689166508016,15.400484136041614,15.40029364550777,15.47689166508016,23.216419460000566
d35_r0-35-70-95_svd1e-6_ac+20mm,3.433464308266805,-2.732154406542967,6.300862861881981,split-discrete,35.0,0 35 70 95,symmetric_depth_rings,20.0,35.0,35.0,0 35 70 95,0 35 70 95,14,1e-06,2.316525198822732,21.373294398468445,21.00173609929287,25.17892107568936,17.036945997682142,17.03683781750506,17.09755114361227,17.036945997682142,17.03683781750506,17.09755114361227,23.306758706735252
asym_f35r55_r0-35-70-95_svd1e-6_ac+20mm,4.785322850506859,-3.8084125985433603,8.220970061950261,split-discrete,nan,0 35 70 95,asymmetric_depth_rings,20.0,35.0,55.0,0 35 70 95,0 35 70 95,14,1e-06,2.4931987842252856,20.031321435879434,19.64822838858573,23.782139656393518,15.753682983853171,15.75347581686426,15.834267172948103,15.753682983853171,15.75347581686426,15.834267172948103,23.316644286386293
d35_r0-25-50-75-95_svd1e-5_ac+20mm,4.580026841508335,-3.6710581080259663,8.177953117791574,split-discrete,35.0,0 25 50 75 95,symmetric_depth_rings,20.0,35.0,35.0,0 25 50 75 95,0 25 50 75 95,18,1e-05,2.3005903704946045,20.920116835265645,20.563105729514728,24.609714513364146,16.717662420901018,16.71756727906422,16.77396842415365,16.717662420901018,16.71756727906422,16.77396842415365,24.00014367677398
d35_r0-25-50-75-95_svd1e-6_ac+20mm,4.176942194945183,-3.3119641985594974,7.677101949690993,split-discrete,35.0,0 25 50 75 95,symmetric_depth_rings,20.0,35.0,35.0,0 25 50 75 95,0 25 50 75 95,18,1e-06,2.300545910890421,21.399699919861174,21.032468752110788,25.18103411742561,17.0879669346862,17.08786604673008,17.146585123171377,17.0879669346862,17.08786604673008,17.146585123171377,24.076642114806358
asym_f55r35_r0-35-70-95_svd1e-6_ac-20mm,8.332458297640002,6.733933569575015,14.125391492909124,split-discrete,nan,0 35 70 95,asymmetric_depth_rings,-20.0,55.0,35.0,0 35 70 95,0 35 70 95,14,1e-06,2.4557776820561656,28.03824668640697,26.971002477526532,34.648369456423325,19.31003500364168,19.309522366286895,19.45022712005538,19.31003500364168,19.309522366286895,19.45022712005538,34.870704984046974
asym_f45r35_r0-35-70-95_svd1e-6_ac-20mm,8.374485323900752,6.787717921242691,14.150363573681503,split-discrete,nan,0 35 70 95,asymmetric_depth_rings,-20.0,45.0,35.0,0 35 70 95,0 35 70 95,14,1e-06,2.3773655679493846,28.122644009718147,27.0686881699874,34.70742786289271,19.44305237582868,19.44250973524135,19.587771169430297,19.44305237582868,19.44250973524135,19.587771169430297,34.9971293336189
d35_r0-35-70-95_svd1e-6_ac-20mm,8.407548685295563,6.8343008999250845,14.149624480666269,split-discrete,35.0,0 35 70 95,symmetric_depth_rings,-20.0,35.0,35.0,0 35 70 95,0 35 70 95,14,1e-06,2.295792185544532,28.096959272097564,27.038698863890453,34.6859339576592,19.401426631245496,19.400852380785825,19.550124704271717,19.401426631245496,19.400852380785825,19.550124704271717,35.00450795739313
asym_f55r35_r0-35-70-95_svd1e-5_ac-20mm,8.526856556612149,6.903314874575886,14.419780133508887,split-discrete,nan,0 35 70 95,asymmetric_depth_rings,-20.0,55.0,35.0,0 35 70 95,0 35 70 95,14,1e-05,2.4558106673008435,28.27962089338585,27.213086760118887,34.90618445588727,19.521313842898333,19.52069800289633,19.675758096580395,19.521313842898333,19.52069800289633,19.675758096580395,35.306477449998
asym_f45r35_r0-35-70-95_svd1e-5_ac-20mm,8.566816590189775,6.955799113499765,14.438790766254641,split-discrete,nan,0 35 70 95,asymmetric_depth_rings,-20.0,45.0,35.0,0 35 70 95,0 35 70 95,14,1e-05,2.377398937613212,28.363418199890816,27.310804646295992,34.96626535877063,19.656969031363914,19.656332924662443,19.814470380159868,19.656969031363914,19.656332924662443,19.814470380159868,35.43023479008059
d35_r0-35-70-95_svd1e-5_ac-20mm,8.597570570830404,7.000780234002254,14.4321217322018,split-discrete,35.0,0 35 70 95,symmetric_depth_rings,-20.0,35.0,35.0,0 35 70 95,0 35 70 95,14,1e-05,2.295823548698497,28.33627754173825,27.27996897700133,34.946825077057774,19.616758400474602,19.616096854344963,19.77720037245833,19.616758400474602,19.616096854344963,19.77720037245833,35.433848112568654
d35_r0-25-50-75-95_svd1e-6_ac-20mm,9.54063701525541,7.831088556417964,15.761395378008139,split-discrete,35.0,0 25 50 75 95,symmetric_depth_rings,-20.0,35.0,35.0,0 25 50 75 95,0 25 50 75 95,18,1e-06,2.2796423622045743,29.752572447053712,28.762111216604733,36.37651742424877,21.15059743891022,21.150009629352827,21.307695079278986,21.15059743891022,21.150009629352827,21.307695079278986,37.79320946230912
d35_r0-25-50-75-95_svd1e-5_ac-20mm,9.825072082447349,8.0816657748965,16.17374030254119,split-discrete,35.0,0 25 50 75 95,symmetric_depth_rings,-20.0,35.0,35.0,0 25 50 75 95,0 25 50 75 95,18,1e-05,2.2796839553200146,30.115371435326193,29.130040220795383,36.78331263037164,21.491290153612074,21.490589693633094,21.664103631558177,21.491290153612074,21.490589693633094,21.664103631558177,38.440443517773545
d45_r0-35-70-95-110_svd1e-5_ac-20mm,10.080798417769575,7.790191853319172,17.347717828504685,split-discrete,45.0,0 35 70 95 110,symmetric_depth_rings,-20.0,45.0,45.0,0 35 70 95 110,0 35 70 95 110,18,1e-05,2.3561833721433882,34.35607822803942,33.96506100608784,39.319110198642996,28.798348590949235,28.798290114159265,28.856325159988835,28.798348590949235,28.798290114159265,28.856325159988835,42.936876645808994
d45_r0-35-70-95-110_svd1e-6_ac-20mm,10.080798417769575,7.790191853319172,17.347717828504685,split-discrete,45.0,0 35 70 95 110,symmetric_depth_rings,-20.0,45.0,45.0,0 35 70 95 110,0 35 70 95 110,18,1e-06,2.3561868126130823,34.35607822803942,33.96506100608784,39.319110198642996,28.798348590949235,28.798290114159265,28.856325159988835,28.798348590949235,28.798290114159265,28.856325159988835,42.936876645808994
