variant,rms_0_60_db,mean_0_60_db,max_abs_0_60_db,diagnostic_only,rationale,wmax_mm,thickness_mm,mic_z_offset_mm,include_passive_um_driver,include_passive_tweeter_drivers,passive_aperture_treatment,mounted_um_cutout,mesh_panels,rms_70_90_db,mean_70_90_db,max_abs_70_90_db,rms_80_90_db,mean_80_90_db,max_abs_80_90_db,rms_90_db,mean_90_db,max_abs_90_db,hotspot_score_db
width205_um_face,1.10747126743559,0.7533434231874552,2.2026284474376396,True,custom CLI variant,205.0,18.3,0.0,True,False,andres-mounted,True,780,13.301052468161396,8.886780293710245,18.92087882234886,1.011753148062088,-1.009231568204946,1.0806183621666534,1.011753148062088,-1.009231568204946,1.0806183621666534,13.301052468161396
open_passive_holes,1.1181692928657458,0.7590561603944878,2.227804462494106,True,custom CLI variant,305.0,18.3,0.0,False,False,open-holes,False,868,13.450857100782066,8.023211361881538,18.960315226818174,2.7731972914197236,-2.7721960456401966,2.8467098139957656,2.7731972914197236,-2.7721960456401966,2.8467098139957656,13.450857100782066
solid_patch_no_passives,1.105842934550609,0.7505717318117874,2.2034605094547786,True,custom CLI variant,305.0,18.3,0.0,False,False,none,False,652,13.47695824830795,7.726386715270998,18.909600840594756,3.3161495886704038,-3.315282521080654,3.3911106151882606,3.3161495886704038,-3.315282521080654,3.3911106151882606,13.47695824830795
current_um_face,1.2087158888092382,0.8151461886645806,2.424098968783767,True,custom CLI variant,305.0,18.3,0.0,True,False,andres-mounted,True,872,13.943807820859666,10.605422787176458,19.80589965956863,1.553580127112153,1.5531760864665252,1.58860567560248,1.553580127112153,1.5531760864665252,1.58860567560248,13.943807820859666
um_plus_tweeter_faces,1.2090495047202794,0.8153803818267165,2.424770142458712,True,custom CLI variant,305.0,18.3,0.0,True,True,andres-mounted,True,1112,13.945871644544203,10.610666285150469,19.80818324188786,1.5617863620475327,1.5613854374241143,1.5967712605397963,1.5617863620475327,1.5613854374241143,1.5967712605397963,13.945871644544203
width405_um_face,1.2238718928272325,0.8272797416831608,2.4546878394167777,True,custom CLI variant,405.0,18.3,0.0,True,False,andres-mounted,True,976,13.981281222197474,10.592322270971152,19.87024171890438,1.467536092022397,1.467255692317515,1.4959421830443134,1.467536092022397,1.467255692317515,1.4959421830443134,13.981281222197474
